,UASB_004,UASB_005,UASB_006,UASB_007,UASB_008,UASB_009,UASB_010,UASB_011,UASB_012,UASB_013,UASB_014,UASB_015,UASB_016,UASB_017,UASB_018,UASB_019,UASB_020,UASB_021,UASB_022,UASB_023,UASB_024,UASB_025,UASB_026,UASB_027,UASB_028,UASB_029,UASB_030,UASB_031,UASB_032,UASB_033,UASB_034,UASB_035,UASB_036,UASB_037,UASB_038,UASB_039,UASB_040,UASB_041,UASB_042,UASB_043,UASB_044,UASB_045,UASB_046,UASB_047,UASB_048,UASB_049,UASB_050,UASB_051,UASB_052,UASB_053,UASB_054,UASB_055,UASB_056,UASB_057,UASB_058,UASB_059,UASB_060,UASB_061,UASB_062,UASB_063,UASB_064,UASB_065,UASB_066,UASB_067,UASB_068,UASB_069,UASB_070,UASB_071,UASB_072,UASB_073,UASB_074,UASB_075,UASB_076,UASB_077,UASB_078,UASB_079,UASB_080,UASB_081,UASB_082,UASB_083,UASB_084,UASB_085,UASB_086,UASB_087,UASB_088,UASB_089,UASB_090,UASB_091,UASB_092,UASB_093,UASB_094,UASB_095,UASB_096,UASB_097,UASB_098,UASB_099,UASB_100,UASB_101,UASB_102,UASB_103,UASB_104,UASB_105,UASB_106,UASB_107,UASB_108,UASB_109,UASB_110,UASB_111
d__Bacteria;p__FCPU426;c__FCPU426;o__FCPU426,0.021151893,0.035484865,0.048322089,0.020099709,0.025335695,0.024400346,0.039954683,0.006809213,0.030042538,0.021612897,0.017688197,0.022680118,0.032379676,0.060839431,0.053303257,0.065736609,0.064748788,0.072649187,0.061498818,0.0395514,0.049238246,0.010904003,0.015107947,0,0,0,0.014269746,0.01917361,0.03029921,0.023242189,0.038127323,0.026523599,0.030311376,0.035946353,0.055931738,0.016454303,0,0.039160369,0.029898615,0.014252644,0.026113537,0,0,0.036142242,0.034579296,0.025528583,0.010384933,0.00930427,0.03417481,0.037697645,0.031739003,0.032973581,0,0.026949599,0.034114259,0.02032512,0.061016688,0.021497567,0.023607807,0.038197193,0.039000095,0.051726844,0.063078207,0.034980601,0.043045569,0.0423703,0.03800357,0.0413394,0.061853503,0.048474883,0.058416662,0.050068784,0.040350713,0.057223948,0.054621824,0.040944738,0.05237024,0.063894105,0.03996801,0.059958392,0.061500001,0.052652389,0.078705082,0.056009911,0.076149707,0.071809282,0.05359244,0.057331607,0.097976552,0.067916293,0.080440975,0.069646533,0.0655917,0.085701776,0.066269123,0.082581184,0.079894258,0.062498,0.080547462,0.069810672,0.055336847,0.059105291,0.053404505,0.086488019,0.080390514,0.114155399,0.080695353,0.073470171
d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales,0.114824362,0.076883758,0.061744986,0.060299227,0.047504391,0.027450302,0.036625184,0.047632992,0.018025463,0.06792639,0.029480295,0.022680118,0.032379676,0.047319613,0.082916222,0.083664765,0.069928683,0.07555509,0.074445964,0.0480267,0.049238246,0.010904003,0,0.019609234,0,0,0,0.05430003,0.045448815,0.026562487,0.030100471,0.032417799,0.01212453,0.013825482,0.055931738,0.028207405,0.038868456,0.054222034,0.03986472,0.039907444,0.023211989,0.016182983,0.0107836,0.027106682,0.034579296,0,0.076156445,0.083704815,0.046380128,0.028998211,0.050782405,0.047961572,0.031663407,0.057267999,0.044348507,0.057587873,0.05138249,0.060909722,0.064078247,0.044563409,0.048764419,0.040836961,0.035043504,0.047700802,0.031816225,0.0242116,0.031669659,0.0254396,0.054980903,0.064633144,0.068725514,0.09074977,0.083805396,0.076298597,0.070687073,0.078739888,0.081697507,0.101649608,0.089159422,0.04905683,0.096658001,0.073713284,0.071861184,0.095216819,0.092014171,0.081601475,0.088269831,0.060061707,0.128594162,0.10187449,0.111379719,0.072133935,0.0847226,0.058056119,0.087196131,0.086334933,0.090914166,0.0812475,0.073835182,0.095666562,0.058411144,0.034218895,0.062305306,0.083605108,0.051679609,0.053095546,0.036679679,0.059475876
d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales,1.11802703,0.863464125,0.657717954,0.47569385,0.361033629,0.329404121,0.312978465,0.244969674,0.219310247,0.302581156,0.25353026,0.220321578,0.326740464,0.381936682,0.521187526,0.528880878,0.821014164,0.659654388,0.86422056,0.457665896,0.448936508,0.370737397,0.274965035,0.2777978,0.223120484,0.2365485,0.220161245,0.53047039,0.356015814,0.268944771,0.527762113,0.300601191,0.28795802,0.215677818,0.244333366,0.209205034,0.242927849,0.186764704,0.209290005,0.171032133,0.200203551,0.190959265,0.258806609,0.234924576,0.307756062,0.226920717,0.231930946,0.148808694,0.278280668,0.226186169,0.282476927,0.293764827,0.22164395,0.117904697,0.201273939,0.267998942,0.311506437,0.229307078,0.229332795,0.267000652,0.230168162,0.217797358,0.238295527,0.27666481,0.224585381,0.199745801,0.221687811,0.248036399,0.268032015,0.429810322,0.33675517,0.431843659,0.431442561,0.324268837,0.456252732,0.321258526,0.3498331,0.281714722,0.258254963,0.286164907,0.289973903,0.334342429,0.273756937,0.302453261,0.2728697,0.231748101,0.318401933,0.292118334,0.284744322,0.370452545,0.241322824,0.283561036,0.2569008,0.262634641,0.216246476,0.245866776,0.223152962,0.243742401,0.208080984,0.178405128,0.224421784,0.183537572,0.133511313,0.18700069,0.132070123,0.151322232,0.161390806,0.192422024
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales,0.012086796,0.079840822,0.150335567,0.180897682,0.237522153,0.234852893,0.249716893,0.238164961,0.183259221,0.13894028,0.132661179,0.058320447,0.050041317,0.020279777,0.032612516,0.047808452,0,0.017400021,0.012947146,0.0310761,0.037699959,0.047250812,0.036259173,0.058827802,0.016168099,0.041000035,0.036713498,0.022369212,0.03029921,0,0,0.0117883,0.024249061,0.080187895,0.11775108,0.096400016,0.10000529,0.135554984,0.069763335,0.0512998,0.049325526,0.003240037,0.032350801,0.024094795,0.034579296,0.01985552,0.055386478,0.034101951,0.031733767,0.043497367,0.038086804,0.029975982,0.028497026,0.037055799,0.047759923,0.023712606,0.044959691,0.044786522,0.050601301,0.031830978,0.027308067,0.027224707,0.028034803,0.047700802,0.016843866,0.0302645,0.031669659,0.0572392,0.051544603,0.019389973,0.034362807,0.009389997,0.037246843,0.047686573,0.032130497,0.056692675,0.031422164,0.037755603,0.03996801,0.013626853,0.0117161,0.015795697,0.017109796,0.011202002,0.015864564,0.026112448,0.022100058,0.021840603,0.024494088,0.024696843,0.021657201,0.014924307,0.0163979,0.01935204,0.013951405,0.007510299,0.016529812,0,0.01342456,0,0,0.006219999,0,0.008650032,0.011484402,0,0,0.034985786
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales,0.117846061,0.062098439,0.048322089,0.036849533,0.041199992,0.073200938,0.033295586,0.02041414,0.039055219,0.043225894,0.032428295,0.064800452,0.041210496,0.084499287,0.148064626,0.098604913,0.111367843,0.069743183,0.071209152,0.079099999,0.069512724,0.090902525,0.078561424,0.107850938,0.045270797,0.123005204,0.067271533,0.07349894,0.050498716,0.059765471,0.032107209,0.061888498,0.051500129,0.082952992,0.100088368,0.160000026,0.110127325,0.066271285,0.176899889,0.099768711,0.307559049,0.113280884,0.111430604,0.063248924,0.076074591,0.093601038,0.055386478,0.111606521,0.082995982,0.139191535,0.199955619,0.113999933,0.044298331,0.026949599,0,0,0.019299996,0.0483695,0.09105864,0.050929624,0.042912705,0.097998946,0.059573907,0.155822706,0.140365851,0.205798701,0.12984574,0.308455498,0.17181541,0.132000498,0.147993571,0.106396265,0.13657179,0.155776252,0.0931784,0.132282975,0.05237024,0.151022312,0.110680727,0.174424295,0.161096601,0.252731247,0.164254162,0.151226631,0.149126501,0.153410757,0.116642305,0.139233916,0.168000603,0.05865494,0.160881849,0.114419355,0.202241,0.110583028,0.139513849,0.163006482,0.12397389,0.1124965,0.110999672,0.121522351,0.129119376,0.099545785,0.133511313,0.103785683,0.080390514,0.106000092,0.095367245,0.136444646
d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales,1.115005331,1.055673571,0.826845416,0.753740193,0.582720985,0.558157002,0.436172112,0.551181667,0.447633274,0.503272727,0.44515193,0.320762359,0.456001067,0.618534646,0.790665149,0.887444216,1.041159903,1.049053953,1.340027445,0.872955293,0.9123549,0.581548852,0.368634406,0.369307726,0.174615987,0.296474151,0.27927858,0.639120949,0.6236588,0.411717903,0.577929665,0.501001985,0.348580771,0.506013439,0.556373679,0.354943457,0.421074872,0.566318639,0.445987125,0.478889832,0.362687572,0.216851958,0.312724711,0.307209061,0.383830653,0.331871482,0.391167159,0.316218425,0.344189245,0.22908598,0.288824727,0.30575522,0.300802468,0.377294891,0.429839206,0.460702782,0.513824996,0.669995845,0.654272817,0.6143381,0.587123733,0.56355064,0.585225767,0.629650823,0.632582183,0.671872203,0.592222997,0.699589796,0.780041944,1.011508516,0.797216267,0.929402596,0.909443675,0.909224346,0.954275129,0.781099303,0.693381707,0.714451756,0.679456565,0.874847065,0.820128307,0.829274525,0.722033835,0.876554478,0.790052985,0.659339762,0.781818544,0.753501387,0.930777041,0.864389304,0.822972733,0.783523976,0.860891,0.669027177,0.659202931,0.792028893,0.834757308,0.734352102,0.708146605,0.568827972,0.537997483,0.609718107,0.560747756,0.504513661,0.582831002,0.544228973,0.476836423,0.640240446
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__uncultured,0.589230505,0.446517431,0.397315312,0.368495234,0.348365731,0.207402591,0.299660271,0.302809686,0.255361272,0.290230858,0.241738162,0.126360902,0.214883303,0.290677436,0.340548699,0.388443533,0.528349794,0.444612831,0.59880452,0.358787497,0.335978332,0.290774476,0.163166027,0.186287974,0.097008893,0.160852936,0.142697064,0.338734085,0.237343876,0.215819897,0.278931292,0.34186019,0.178837147,0.423060447,0.409184879,0.237412438,0.278557234,0.361479957,0.308951956,0.213790066,0.374293566,0.233034941,0.190510406,0.19275866,0.287008465,0.23259368,0.366935581,0.353420499,0.356394562,0.38277657,0.374519935,0.32374081,0.224810231,0.350345292,0.272913774,0.352302109,0.433539812,0.351126422,0.320391335,0.276929676,0.224316347,0.285859026,0.297869434,0.251224309,0.273245572,0.254221901,0.221687811,0.216236799,0.237105313,0.361945566,0.305828614,0.328576693,0.335221584,0.28294048,0.388778749,0.286613064,0.219954948,0.310757424,0.338191082,0.310693322,0.322193303,0.286955339,0.287444734,0.243642949,0.199892906,0.215427846,0.242742035,0.25935733,0.293929555,0.228445722,0.247510553,0.201477597,0.213173,0.237753489,0.219734277,0.243990002,0.264477593,0.193743901,0.164451113,0.206846517,0.224421784,0.152429477,0.180982118,0.190273702,0.180878632,0.17256045,0.106371238,0.192422024
d__Bacteria;p__Spirochaetota;c__MVP-15;o__MVP-15,0.087629171,0.186295318,0.22550335,0.214397231,0.177349865,0.527656545,1.48831256,1.180617485,0.627888302,0.41064584,0.389139439,0.285122031,0.223714123,0.294057415,0.364238991,0.268922453,0.183886474,0.200511639,0.165075885,0.104528599,0.095579995,0.101771027,0.063453477,0.104582715,0.090541593,0.119851201,0.138620065,0.118237365,0.174220456,0.348632133,0.210703498,0.120829896,0.081840705,0.121664441,0.158963908,0.072869212,0.071258869,0.159653688,0.151984377,0.085516066,0.12186304,0.05825876,0.111430604,0.09637928,0.08299039,0.053893698,0.076156445,0.089905261,0.0952013,0.072495578,0.079347407,0.035971179,0.047495111,0.047161899,0.034114259,0.037262753,0.025691295,0.012540222,0,0,0.009750024,0.032669649,0,0.0127202,0.009360037,0.0181587,0.025335747,0.0349795,0.048108303,0.100181378,0.085906968,0.075103275,0.077597556,0.073119439,0.073900062,0.034645563,0.064939026,0.043564103,0.058414814,0.054507611,0.076154801,0.068448086,0.078705082,0.103618221,0.149126501,0.179523205,0.154472204,0.202025723,0.220447191,0.126571333,0.207290165,0.223864007,0.2596338,0.309632437,0.425517249,0.32844806,0.253457685,0.306240401,0.315477667,0.328368868,0.408878107,0.469731728,0.551846955,0.475684255,0.278495549,0.326537384,0.348457398,0.391841145
d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__Endomicrobiales,0,0.026613574,0.08859058,0.231146955,0.316696137,0.56730707,0.922287703,1.139789306,1.255776503,1.062121645,0.754694582,0.563764056,0.362063747,0.246737903,0.177677591,0.149401374,0.080288473,0.113332735,0.090629921,0.0423765,0.066616427,0.092684374,0.117842186,0.114387383,0.025868998,0.129313209,0.132504417,0.118237365,0.204519665,0.166015321,0.148002808,0.123776996,0.127307718,0.121664441,0.129526188,0.12223212,0.087454026,0.08133305,0.097170349,0.079814989,0.043522529,0.042075777,0.046729002,0.078308159,0.051868994,0.034038078,0.048463156,0.046502742,0.024410536,0.034797834,0.044434604,0.035971179,0.037996069,0.0134748,0,0.013550047,0,0.021497567,0.016862733,0.041380301,0.011703429,0.019057295,0.024530403,0.028620501,0.024300095,0.00605,0.028502753,0.00636,0.027490502,0.032300122,0.020617704,0.018799994,0,0.003179658,0.057834814,0.015747938,0.012568886,0.011617101,0.003070001,0.021803024,0.0205032,0.007899998,0.010265898,0.016803003,0.003170013,0.029376479,0.006300016,0.027300803,0,0.018522607,0,0.027361113,0.0136649,0.013822828,0,0,0,0.0249992,0.00335999,0,0,0,0,0.014414653,0,0,0.003669998,0.010495696
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales,0.069498977,0.065055503,0.056375787,0.016749824,0.015834797,0,0,0,0,0.012350298,0,0.025920221,0,0,0.038496775,0.050796461,0.025899475,0.052307362,0.061498818,0.0197757,0,0.03998151,0.078561424,0.156874073,0.13581239,0.170314944,0.191621852,0.14699778,0.080797926,0.707225162,0.078261285,0.050100198,0.08790302,0.038711449,0.032381522,0.051700008,0.029151342,0.066271285,0.054814028,0.031355878,0.043522529,0.051785587,0.035945401,0.036142242,0.048411094,0.014182557,0,0.012400691,0,0.020300078,0.012695601,0.023980786,0,0,0,0.016937633,0,0.0160999,0,0.066845063,0.039000095,0.029947178,0.021026102,0.063601102,0.037430947,0.0665819,0.057005406,0.092218699,0.123707107,0.061401432,0.058416662,0.053198083,0.096220977,0.066761222,0.09639139,0.0755903,0.118999864,0.107458208,0.119904129,0.065409173,0.061509601,0.068448086,0.075283183,0.084000017,0.142780676,0.101185761,0.047300124,0.049141406,0.064297131,0.04321945,0.058783774,0.059697029,0.0491938,0.074643554,0.05580552,0.069443261,0.06890005,0.0562482,0.070479091,0.067225173,0.070708232,0.080880988,0.056371506,0.080722198,0.103359218,0.092917181,0.146718915,0.12594895
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__ADurb.Bin180,0.199431834,0.212908992,0.158389265,0.177999195,0.167848967,0.112851363,0.156489233,0.153105996,0.117165758,0.129677681,0.114972982,0.100440681,0.09419542,0.141958738,0.177677591,0.140437246,0.129497476,0.220853464,0.255705705,0.152555299,0.110061879,0.140003888,0.069496656,0.094778048,0.064672595,0.069387559,0.065232984,0.105454958,0.111097136,0.112890446,0.132002504,0.094306297,0.066685067,0.124429537,0.153076304,0.091674115,0.04858557,0.126518045,0.092187246,0.0769644,0.127666037,0.07767828,0.097052503,0.066260811,0.110653887,0.082258713,0.12115799,0.124007212,0.148904558,0.110193223,0.10156471,0.10191844,0.069659476,0.128010797,0.098931262,0.115175745,0.128456274,0.109279122,0.08094098,0.098676041,0.079973695,0.065339197,0.070086908,0.057200002,0.059889435,0.0484232,0.060172411,0.066779,0.044672003,0.096949666,0.106524572,0.071999976,0.080701526,0.076291798,0.099604479,0.097637413,0.075413114,0.092936807,0.104531825,0.073599745,0.067367701,0.071080685,0.068439184,0.081214316,0.050766505,0.06528112,0.081964814,0.065521908,0.055111798,0.061742057,0.071159331,0.072133935,0.0874556,0.080172665,0.059293421,0.039413767,0.052344538,0.0593731,0.036917591,0.051711679,0.046114056,0.046662093,0.068239107,0.072073366,0.063163911,0.047785942,0.029343783,0.041982983
d__Bacteria;p__Bacteroidota;c__SJA-28;o__SJA-28,0.371668477,0.322320552,0.246979845,0.211047246,0.177349865,0.176902234,0.119864148,0.13949657,0.153216783,0.095714486,0.097284885,0.06156045,0.067702958,0.145338718,0.177677591,0.17031754,0.194246264,0.197605736,0.259000917,0.180806299,0.11875097,0.130848534,0.066475067,0.084973481,0.087307994,0.037800032,0.077464181,0.140606577,0.138871444,0.139940927,0.164549422,0.123999996,0.08790302,0.162999787,0.13246989,0.110479118,0.077736912,0.14157971,0.166933684,0.091217144,0.2031051,0.135937041,0.125808804,0.150592643,0.152149081,0.133315879,0.180006079,0.21081225,0.229459496,0.266783725,0.336433232,0.269784041,0.170982459,0.303183393,0.272913774,0.298101823,0.327563434,0.295591167,0.290038455,0.245098599,0.269179657,0.283136555,0.266330231,0.174903006,0.192769157,0.142243201,0.224854716,0.181257399,0.233668913,0.242374214,0.226794247,0.253473417,0.167610792,0.197104608,0.224999276,0.223621113,0.2618511,0.229437718,0.187542346,0.166248223,0.251896502,0.218507254,0.188207857,0.201635541,0.187201355,0.120770147,0.201759628,0.215676125,0.18676777,0.135832586,0.176351321,0.2089397,0.1229844,0.146522502,0.177880162,0.175006959,0.19284824,0.1624949,0.140958083,0.14996374,0.156787849,0.155540276,0.139445214,0.239283583,0.132070123,0.13804832,0.165058804,0.146940442
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__uncultured,0.939747089,0.74222431,0.67650995,0.566142641,0.665061968,0.622207773,0.546047565,0.721299496,0.591837276,0.580461815,0.392087438,0.327242365,0.303191609,0.310957313,0.432348731,0.358563338,0.424751793,0.525979928,0.750933259,0.333361597,0.373631091,0.288957125,0.166187617,0.176483307,0.13904609,0.09461938,0.097849476,0.217301119,0.21966927,0.22910109,0.180603027,0.191559594,0.184899362,0.409234865,0.241389664,0.242113739,0.204059393,0.28315932,0.204306903,0.176733111,0.206006549,0.142410214,0.165348706,0.135533409,0.221307773,0.23259368,0.283855813,0.316218425,0.405215634,0.411774782,0.583997255,0.683452798,0.481283869,0.82533268,0.51853622,0.670729053,0.700086558,0.714793167,0.839762584,0.818001998,0.871908027,0.83035237,0.946173409,0.760033127,0.709315584,0.626475403,0.706233908,0.737749196,0.666643837,0.646331339,0.697564196,0.757291052,0.599053353,0.705761621,0.748640091,0.718107353,0.754131137,0.77253726,0.716350174,0.618661354,0.629741406,0.581808477,0.602265162,0.546096211,0.536220662,0.42432753,0.457111595,0.524174861,0.37047373,0.43528172,0.321763798,0.320871754,0.3252255,0.246047206,0.296466904,0.313433263,0.289272311,0.228117901,0.258423135,0.29992748,0.310501402,0.286194156,0.20471742,0.247932415,0.206718336,0.188489064,0.216410374,0.178427629
d__Bacteria;p__TA06;c__TA06;o__TA06,0.114824362,0.079840822,0.064429486,0.063649212,0.044337491,0.057950759,0.039954683,0.054437705,0.060084976,0.080276588,0.032428295,0.051840342,0.04709771,0.077739328,0.065148403,0.065736609,0.090648263,0.081367097,0.055025295,0.070627499,0.060823633,0.019990755,0.036259173,0.019609234,0.019401799,0.012615911,0.020385295,0.051129628,0.053023617,0.033203084,0.032107209,0.044206099,0.015155638,0.058067124,0.038269126,0.042311107,0.006480343,0.060246659,0.067271834,0.045608522,0.034817983,0.025892793,0.035945401,0.030118569,0.072616591,0.017019089,0.048463156,0.046502742,0.046380128,0.014499156,0.031739003,0.017985589,0.022164365,0.023580899,0.027291427,0.04065024,0.019268396,0.007169956,0.01011766,0.012732431,0,0,0,0.00636,0.009360037,0.0121058,0.009500018,0.0158998,0.017181501,0.025853298,0.044671559,0.009389997,0.021727292,0.019074649,0.038556576,0.009449963,0,0,0.015372304,0.010901562,0,0,0,0.030805406,0,0,0.009460025,0.013650402,0,0.012348371,0.012375558,0.024873812,0.0109319,0.016587434,0,0.007510299,0.035814626,0,0.01342456,0.012927895,0,0.012443198,0.044503804,0.005770021,0,0.018583416,0,0
d__Bacteria;p__Modulibacteria;c__Moduliflexia;o__Moduliflexales,0.407928765,0.384418992,0.354362321,0.499143544,0.468710307,0.564257014,0.802423555,1.000292636,1.009964294,1.293688811,1.025913039,1.07568777,0.827153735,0.730073669,0.82323945,0.905372373,0.603458372,0.650936477,1.01958611,0.723225094,0.669060267,0.570644849,0.359569638,0.33335738,0.27485848,0.201854671,0.183467654,0.293995661,0.290367493,0.298827557,0.278931292,0.221030293,0.284926912,0.323516777,0.344421735,0.211555634,0.12308341,0.243999051,0.169425285,0.148227822,0.153779574,0.110044247,0.075485303,0.084331932,0.16598078,0.144661905,0.18346779,0.145708471,0.148904558,0.124692379,0.177738317,0.212829575,0.148818094,0.316658192,0.249033862,0.250676511,0.266546746,0.426367856,0.478900709,0.404253587,0.417423519,0.392035184,0.441547551,0.391146714,0.351850481,0.348041901,0.487713103,0.438833597,0.553245631,0.552613285,0.446715993,0.456878051,0.543183089,0.540448094,0.507661466,0.522832527,0.76041553,0.528578141,0.53495683,0.430610106,0.477431804,0.471238501,0.547513775,0.557298213,0.542566487,0.548361808,0.548533934,0.485953856,0.544994456,0.527894856,0.563086622,0.420366802,0.5356655,0.588854512,0.589446006,0.604344331,0.573034717,0.609356002,0.644379893,0.615368453,0.633299891,0.706153092,0.753597475,0.63424574,0.654608215,0.554848083,0.737262572,0.594758864
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__1-20,0.565056913,0.499744679,0.432214704,0.338345571,0.20268556,0.173852178,0.236398598,0.255176694,0.171242246,0.20686667,0.179829572,0.145801018,0.229601337,0.192658331,0.210251792,0.310754886,0.357413158,0.313844375,0.368993007,0.262734098,0.315703754,0.318034533,0.24777073,0.196092541,0.158447889,0.217624584,0.185506204,0.271626348,0.270167986,0.219140195,0.301005011,0.288812891,0.218241846,0.381583901,0.400353573,0.289126047,0.272079191,0.412689677,0.338850571,0.233743888,0.307559049,0.255691198,0.204888607,0.195770446,0.290466465,0.181536514,0.297702458,0.282116374,0.329542883,0.321880336,0.326911531,0.326738408,0.26597268,0.353713992,0.35137654,0.359077183,0.337197632,0.352917911,0.411449975,0.318309877,0.327697,0.362088106,0.343425839,0.298925111,0.316291141,0.272380601,0.310362875,0.324355298,0.302395117,0.358713853,0.388299331,0.391162672,0.341429325,0.365597193,0.359861342,0.302361001,0.24509262,0.328183126,0.28899967,0.376102495,0.348554503,0.363301223,0.273756937,0.299652761,0.276042613,0.244804325,0.242742035,0.311228836,0.306176699,0.234619958,0.247510553,0.263662027,0.2405029,0.287515792,0.265076293,0.262758448,0.281007405,0.246867301,0.234930205,0.253386998,0.23979317,0.220867266,0.255155025,0.250815325,0.312948655,0.273441838,0.249422155,0.269390793
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__CCM11a,0.132954556,0.115325688,0.064429486,0.060299227,0.069673186,0.070198982,0.063299973,0.085058865,0.069097757,0.064838791,0.041299994,0.071280558,0.0853646,0.087879267,0.056264594,0.107568941,0.106187948,0.101708821,0.129471258,0.124304299,0.069512724,0.074510969,0.036259173,0.062096025,0.029102698,0.037847732,0.020385295,0.070303338,0.047973715,0.049804576,0.054180928,0.044206099,0.084871812,0.06912751,0.08831326,0.054100009,0.055063612,0.063258972,0.082263723,0.0513096,0.066734517,0.032365967,0.032350801,0.042165916,0.048411094,0.048220635,0.076156445,0.062028467,0.070824475,0.055096612,0.085700008,0.059951965,0.056994153,0.107798597,0.09210843,0.064362846,0.093130781,0.100321878,0.094431127,0.070028171,0.054616133,0.068061668,0.059573907,0.044520802,0.065504057,0.0514497,0.082341152,0.0508793,0.051544603,0.084023117,0.116833424,0.078232574,0.071389815,0.085835871,0.08999971,0.1009996,0.108930075,0.066798305,0.086085021,0.084486807,0.061509601,0.055284988,0.054751387,0.058810412,0.050766505,0.042432803,0.059897357,0.054601506,0.045926465,0.055567922,0.037100173,0.037310618,0.0765236,0.033174868,0.041854115,0.050674815,0.04132463,0.0499984,0.057054431,0.082738567,0.076856826,0.043551293,0.077139908,0.051892791,0.040195207,0.061059853,0.05135157,0.045481582
d__Bacteria;p__MBNT15;c__MBNT15;o__MBNT15,0.069498977,0.053227248,0.051006689,0.033499549,0.038003492,0.036600469,0.033295586,0.030621159,0.030042538,0.015437798,0,0,0.035323283,0.030419715,0.035535538,0.038844323,0.04143916,0.037777545,0.058262106,0.0226008,0.028963668,0,0,0,0,0.022077819,0,0,0.022724407,0.01992179,0.01003349,0.032417799,0,0.016590578,0.020606414,0.035259306,0.025912271,0.033135643,0.032390116,0,0.029014986,0,0.039539901,0,0.024205497,0,0.041539834,0.02170126,0.056144302,0,0,0.041966375,0,0.050530599,0,0.044037726,0.028902694,0.0160999,0.037097954,0.019098547,0.009750024,0.019057295,0,0,0,0.0151323,0.015834829,0,0,0.02910011,0.044671559,0,0.024831262,0.019074649,0.041799865,0.028346388,0.020948076,0.026138502,0.027670207,0.024528415,0.0322193,0,0.030799993,0,0.028600115,0.03264061,0,0.016380502,0.018400066,0.049393686,0.024751015,0.014924307,0,0.01940004,0,0,0,0,0,0.015513494,0,0,0.020768402,0,0,0,0,0
d__Bacteria;p__Thermotogota;c__Thermotogae;o__Kosmotogales,0.114824362,0.094626241,0.099328878,0.087098906,0.088674882,0.085401061,0.059932074,0.085058865,0.090127514,0.077189089,0.097284885,0.051800042,0.061815745,0.040559654,0.115490424,0.095616903,0.098418106,0.116238639,0.13270807,0.118654099,0.107165483,0.080002222,0.04834553,0.058827802,0.019401799,0.04730974,0.016308196,0.102259356,0.073223123,0.043163979,0.072241171,0.055994298,0.054560436,0.074657702,0.11775108,0.096375316,0.093932068,0.129530358,0.092187246,0.062711755,0.072537514,0.03883914,0.035945401,0.045177803,0.065700792,0.093604738,0.093464701,0.07750447,0.100083387,0.121792568,0.114260311,0.116906431,0.079158518,0.134748197,0.09210843,0.105013186,0.128456274,0.114653489,0.104548787,0.111408472,0.076100186,0.098008846,0.09111301,0.120842104,0.11977887,0.0817142,0.12984574,0.120838199,0.123707107,0.110000415,0.092779469,0.134559956,0.13346782,0.152597094,0.124999598,0.122999512,0.108930075,0.081319706,0.098382824,0.122642075,0.131806301,0.081611183,0.099236877,0.086815318,0.085668445,0.107713923,0.110337289,0.098282811,0.094914741,0.108000625,0.102098075,0.074600036,0.0737907,0.096800199,0.090684032,0.088211708,0.107443978,0.1062467,0.097328212,0.108594456,0.126045179,0.096434985,0.10087521,0.126849168,0.11484352,0.098226685,0.117375132,0.083965967
