,UASB_004,UASB_005,UASB_006,UASB_007,UASB_008,UASB_009,UASB_010,UASB_011,UASB_012,UASB_013,UASB_014,UASB_015,UASB_016,UASB_017,UASB_018,UASB_019,UASB_020,UASB_021,UASB_022,UASB_023,UASB_024,UASB_025,UASB_026,UASB_027,UASB_028,UASB_029,UASB_030,UASB_031,UASB_032,UASB_033,UASB_034,UASB_035,UASB_036,UASB_037,UASB_038,UASB_039,UASB_040,UASB_041,UASB_042,UASB_043,UASB_044,UASB_045,UASB_046,UASB_047,UASB_048,UASB_049,UASB_050,UASB_051,UASB_052,UASB_053,UASB_054,UASB_055,UASB_056,UASB_057,UASB_058,UASB_059,UASB_060,UASB_061,UASB_062,UASB_063,UASB_064,UASB_065,UASB_066,UASB_067,UASB_068,UASB_069,UASB_070,UASB_071,UASB_072,UASB_073,UASB_074,UASB_075,UASB_076,UASB_077,UASB_078,UASB_079,UASB_080,UASB_081,UASB_082,UASB_083,UASB_084,UASB_085,UASB_086,UASB_087,UASB_088,UASB_089,UASB_090,UASB_091,UASB_092,UASB_093,UASB_094,UASB_095,UASB_096,UASB_097,UASB_098,UASB_099,UASB_100,UASB_101,UASB_102,UASB_103,UASB_104,UASB_105,UASB_106,UASB_107,UASB_108,UASB_109,UASB_110,UASB_111
d__Archaea;p__Euryarchaeota;c__Methanobacteria,0.673728118,0.623924533,0.593288523,0.505845699,0.411705132,0.427012633,0.41286539,0.340275715,0.318461893,0.293329372,0.244686209,0.243001552,0.341457951,0.388709207,0.408501905,0.400394388,0.510234027,0.549228782,0.563198114,0.457662953,0.32439355,0.376178064,0.271944346,0.248000895,0.155214193,0.249163411,0.144682484,0.367494068,0.318141735,0.262414771,0.278953739,0.318283961,0.272801735,0.536430265,0.527003197,0.331438861,0.31740761,0.500045137,0.466125073,0.256550297,0.351172713,0.236268634,0.23725059,0.283115461,0.34579338,0.263792752,0.318471316,0.291283287,0.353830861,0.278380742,0.342781035,0.34472436,0.189987945,0.394138501,0.313821527,0.294714378,0.311505965,0.31886775,0.266423932,0.267380653,0.251998369,0.274961693,0.245304218,0.238503625,0.25600037,0.275407004,0.256527714,0.213056899,0.302395088,0.36840751,0.28864806,0.434961313,0.400471428,0.391087295,0.292382831,0.324409495,0.178054774,0.30784685,0.338191125,0.256186065,0.292902992,0.29485333,0.266913033,0.271647806,0.352189385,0.326402684,0.3310117,0.313957924,0.293928501,0.290186141,0.25679206,0.345744874,0.303363059,0.309630946,0.2267099,0.360341203,0.286517229,0.315615178,0.379245503,0.328369932,0.430409394,0.357743006,0.332294907,0.380545696,0.333046456,0.358394675,0.32644889,0.374017572
d__Archaea;p__Euryarchaeota;c__Thermococci,0.1903357,0.186290235,0.201342274,0.1473987,0.155181212,0.088452635,0.126523297,0.105485453,0.108156832,0.129682507,0.091388803,0.074520485,0.091251667,0.158863771,0.195370446,0.167328995,0.186481489,0.209229979,0.233000089,0.183998815,0.150611262,0.114489015,0.066475287,0.075168571,0.035569898,0.07254127,0.038717822,0.159779999,0.14139636,0.112938044,0.172590062,0.117882934,0.066684909,0.071892695,0.126583068,0.086973336,0.038866242,0.108443486,0.082257331,0.085516799,0.101578862,0.080913909,0.061109982,0.066261091,0.093364194,0.096440329,0.083079504,0.10225903,0.124450916,0.092793614,0.123782013,0.08693054,0.088661014,0.1077986,0.139855278,0.132113342,0.15735863,0.123606037,0.134898267,0.098676152,0.083874057,0.106173281,0.098121707,0.092221416,0.095448538,0.108952162,0.066500989,0.0604191,0.113398195,0.122802537,0.14088777,0.140814784,0.124177154,0.174876395,0.128519896,0.113385833,0.104738173,0.145210805,0.172170064,0.122642244,0.149380496,0.131630958,0.130034616,0.151226603,0.117396495,0.140353193,0.110337233,0.133773384,0.153087801,0.117309276,0.099004209,0.111999862,0.128000616,0.154999573,0.090684,0.116360156,0.107443911,0.065622916,0.083903901,0.062100176,0.098379313,0.093324254,0.115709802,0.123965701,0.089003768,0.053095541,0.069691306,0.062977459
d__Bacteria;p__Desulfobacterota;c__uncultured,0.087614884,0.032526914,0.034899295,0.0267998,0,0.027450773,0.0133182,0.010208224,0.003000001,0,0.0117921,0,0.014718011,0.006759978,0.05328284,0.026892199,0.025900179,0.069743326,0.045314817,0.022600654,0.014481816,0.007269982,0.015107997,0.009800035,0,0,0,0.028799982,0.017700008,0.009969995,0.012041197,0,0,0.024885898,0.038269332,0.016454382,0,0.009039999,0.014955906,0.00855004,0.017413511,0,0.035947095,0,0.010373799,0.002840004,0,0.021691306,0.024402084,0.020299916,0,0.04196642,0.01583232,0,0.030699973,0.023712618,0.022479761,0.014299356,0.02020001,0.025500091,0.013699911,0.002719897,0,0,0.007490011,0.012105796,0.012700189,0.0254396,0,0.03231641,0.037799163,0.015646076,0.009309989,0.028616112,0.035342939,0,0.027231869,0.023233721,0.02767021,0.013626872,0.017574199,0.026326212,0.006840001,0.025204401,0,0,0.012609927,0,0.0214323,0,0.006190026,0.012436885,0,0,0.0209271,0.005630017,0.022039802,0.015624504,0,0,0.024594828,0.027997316,0.0178015,0.014414588,0.014355411,0.010619108,0.014671859,0.003500164
d__Bacteria;p__Firmicutes;c__Syntrophomonadia,0.138975292,0.138978405,0.187919476,0.1708485,0.142513311,0.17690527,0.153159796,0.210971005,0.228331167,0.253189584,0.226998009,0.213841358,0.097138871,0.138583239,0.162808721,0.259957592,0.170941382,0.360340569,0.524356899,0.262998306,0.240398759,0.243516194,0.114820977,0.081704995,0.032336299,0.091465011,0.083549048,0.172562491,0.191895082,0.179372112,0.224768551,0.197453924,0.190961225,0.331812478,0.303001838,0.199803501,0.116999525,0.310268961,0.206889777,0.142527965,0.261202858,0.190956885,0.140193512,0.135533981,0.190186389,0.20989958,0.173082208,0.086765226,0.212298557,0.214999106,0.29517253,0.191846589,0.088661014,0.1650665,0.136444181,0.169376113,0.189472675,0.206010029,0.192229995,0.162000577,0.120934717,0.182400296,0.094617307,0.089041323,0.11790707,0.145269649,0.117179342,0.181257399,0.134015995,0.16804555,0.202740854,0.178365466,0.065193023,0.133541989,0.125306956,0.176378052,0.123591036,0.206199247,0.126053047,0.174424536,0.140593396,0.13689616,0.140300417,0.131623203,0.072976186,0.137089093,0.1418622,0.100999686,0.0949144,0.114222177,0.08972257,0.188999767,0.106587013,0.152050881,0.090684,0.112606645,0.121218812,0.103121825,0.198000002,0.157721047,0.184461212,0.161762093,0.192849704,0.164326569,0.14355451,0.180524738,0.168999529,0.171438654
d__Bacteria;p__Bacteroidota;c__Ignavibacteria,0.70388499,0.588440636,0.488590537,0.3684969,0.348365827,0.332459882,0.376240291,0.418539202,0.372540309,0.364346004,0.309542812,0.346682132,0.332627145,0.456310782,0.547629309,0.540831284,0.712255623,0.604442261,0.705616068,0.46896328,0.45473029,0.434331119,0.214533858,0.277796902,0.297493887,0.19899937,0.191551511,0.373885264,0.287842522,0.355422525,0.497701691,0.368384218,0.260677234,0.46177237,0.379749104,0.305581932,0.310929936,0.457872642,0.343985328,0.296001381,0.348270511,0.271870794,0.291171133,0.358412051,0.428783775,0.3744155,0.501938525,0.477208742,0.556368624,0.611857655,0.647475267,0.566547063,0.405307522,0.532255301,0.538954332,0.575878803,0.584475096,0.605490451,0.451909024,0.455183722,0.415469211,0.495475547,0.609756145,0.505627694,0.499701322,0.511470022,0.443381293,0.492892798,0.515446179,0.555842966,0.646021824,0.544483944,0.61157258,0.562784166,0.65866458,0.570078866,0.555112137,0.62731046,0.577999314,0.569605311,0.638528481,0.497565019,0.65701678,0.691721715,0.640921143,0.672389566,0.781818154,0.636106023,0.673586203,0.713116854,0.79203347,0.838244868,0.839031136,0.771312673,0.882424702,0.895222641,0.818226983,0.837474006,0.748422607,0.868758265,0.928454615,1.132334352,1.002818621,1.222359022,1.220213437,1.170755897,1.236104054,1.382005228
d__Bacteria;p__Spirochaetota;c__Brevinematia,0.009068518,0,0.016107398,0,0,0,0.0199774,0,0.036052311,0.018526087,0.020636201,0.016200097,0.023548817,0,0.032561724,0.032868199,0.028490197,0.040683632,0.032367712,0.019775573,0.028963731,0.043614891,0.039280892,0.042486553,0.035569898,0.01576985,0.03464232,0.057520864,0.030299213,0,0.036123492,0.041259047,0,0,0.026494161,0.023506318,0.042099829,0.042172495,0.05483822,0.02565502,0.037729323,0.097096691,0.057515313,0.114450884,0.114111793,0.241000322,0.321933016,0.347000103,0.470961082,0.487166273,0.539562656,0.542566152,0.582629551,0.532255301,0.77099933,1.128044888,1.570375304,1.42057387,1.416431301,1.244593136,1.016241722,0.884777712,0.669330049,0.763211581,0.741129971,0.938199574,0.826589391,0.785448496,0.714752071,0.827301147,0.835017536,0.898085562,0.887998954,1.080041964,1.034585249,1.26614207,1.424438594,1.231387199,1.152924227,1.182816631,1.183327966,1.079373876,1.108715835,0.92976362,0.761490525,0.913927554,0.948900207,0.876352076,0.835859303,0.941561207,0.965290785,1.024797838,1.033074069,0.975890309,1.105646802,0.959033037,1.016585003,0.912471724,0.886025008,0.791190545,0.787034402,0.861693996,0.747663616,0.723613421,0.778065498,0.700860637,0.740928834,0.650767074
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia,0,0,0,0.0167499,0,0,0,0.006810016,0.012017404,0,0,0,0.023500017,0.020280433,0.050322738,0.050796299,0.069930583,0.063931407,0.129470849,0.056501636,0.04630005,0.009089977,0,0,0,0.01261586,0,0,0.030299213,0,0.060205887,0.032400037,0.033342404,0.016590599,0.023550343,0.016454382,0,0.027110897,0,0.01710338,0,0.012946185,0.018000849,0,0.017289699,0.014182419,0,0.012395004,0.068325954,0.020298616,0.063478007,0.047961622,0.028498137,0.033687,0.047755459,0.081300518,0.044959623,0.078821253,0,0.028647902,0.042912322,0.03539106,0,0.031800437,0.028073141,0.054476081,0.02216903,0.0572392,0.051544598,0.13249744,0.099652347,0.065713619,0.117968361,0.04451403,0.061046958,0.06929132,0.060748092,0.037754821,0.039968015,0.070859952,0.017574199,0.081611236,0.034219604,0.075613302,0.053938868,0.039168298,0.091422293,0.051871339,0.0612351,0.058654588,0.058783743,0.08954549,0.103854,0.110582495,0.0697569,0.058180078,0.077139208,0.059373115,0.063766901,0.056882961,0.064561449,0.043551325,0.065272201,0.046126763,0.063163949,0.021238216,0.055019447,0.083969945
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia,0.169187356,0.138978405,0.112751685,0.0669994,0.076007106,0.070152086,0.083238998,0.044200106,0.072104621,0.086455004,0.061908602,0.04860029,0.070646452,0.094642285,0.07990006,0.110556697,0.181301453,0.098803021,0.178022368,0.0932276,0.086891094,0.070874124,0.012086398,0.062095824,0.019401799,0.03469359,0.022400013,0.060716462,0.040398917,0.009969995,0.078267583,0.076623887,0.069716009,0.063597396,0.076538564,0.044661924,0.022672008,0.060246392,0.022400008,0.062712293,0.060900037,0.048548345,0.064704752,0.039154295,0.055326897,0.036874249,0.107311005,0.043400013,0.05859996,0.055096171,0.104738611,0.053956825,0.044330557,0.0808489,0.078455432,0.054200312,0.070650879,0.071655675,0.070821535,0.066845138,0.091676307,0.059897733,0.063078205,0.038160624,0.058017784,0.036317387,0.063340142,0.0604191,0.058417198,0.051706315,0.048108043,0.087618126,0.090028494,0.060411847,0.086750977,0.085039425,0.066998448,0.081318023,0.070712726,0.068134558,0.082012798,0.076300034,0.07870511,0.072812802,0.072976186,0.045696398,0.08510018,0.05460133,0.0275558,0.043219191,0.030938828,0.047260142,0,0,0.0313906,0.020644563,0.041324604,0.049998412,0.0302054,0.03880011,0.049189656,0,0.041536901,0.040360868,0.048808537,0.031857324,0,0
d__Archaea;p__Halobacterota;c__Methanosarcinia,9.752440519,8.554566994,6.008052925,5.437003795,4.174056526,3.568605871,3.006592425,2.820886056,2.379450897,2.482492914,2.028242177,1.665370372,3.57353373,3.910752589,4.469839335,4.858517159,6.946434914,7.020829476,8.515944336,4.966490616,4.495167946,3.532802407,2.444477518,2.22000801,1.034761456,1.8009153,1.332709173,4.953181279,3.433911359,2.863310288,4.786365156,3.49228266,2.764390657,4.208488622,3.320597143,2.686770066,2.655859607,3.1779976,2.652177084,2.662422323,2.568494757,1.993718855,2.092118773,2.379374372,2.749057538,1.957171813,2.807394238,2.599858275,2.303561145,2.000861576,2.021773108,2.035372646,1.789052706,2.058278604,2.398005816,2.710017702,2.787496414,3.548747496,3.143128456,3.246764771,3.196967606,2.679898569,2.985702518,3.625255186,3.5297251,3.528840872,3.423537105,3.300791783,3.40881746,5.222338661,4.326284533,5.05681626,5.184397193,4.607199208,4.957655572,4.790552599,3.663739807,3.80452192,3.753921289,3.979060696,4.235376677,3.943663739,3.332991507,4.262350294,4.204062218,3.818911609,3.858650661,4.067802457,4.304828417,4.380575202,3.607464892,3.571868303,3.703215412,3.616046631,3.449478607,3.194274381,3.245358228,3.13115297,2.674855724,2.986356572,2.262723794,2.311330931,2.029372543,2.188137849,2.472008799,2.322928379,2.145759318,2.396641997
d__Bacteria;p__Firmicutes;c__Negativicutes,0.081572472,0.062096745,0.099328887,0.1239489,0.180516814,0.237907031,0.352933291,0.421941911,0.330479297,0.324206117,0.25942631,0.311041939,0.344401553,0.422509994,0.420342514,0.475094886,0.512824045,0.488203384,0.417543459,0.358785189,0.379424609,0.41797556,0.543888693,0.578471287,0.47534358,0.826339385,0.923115035,0.891572638,0.881202275,0.71084505,0.652230058,0.501002568,0.639568483,1.354901011,1.413020071,1.445637446,1.596754611,2.397806698,2.280772546,1.946931884,2.138961096,2.191148733,2.19277052,2.409493067,2.216535669,1.735926317,1.401966269,1.202318258,1.178622904,0.994631162,0.987082302,0.959233046,0.731453443,0.889338002,0.729976166,0.775997309,0.908998439,1.129949149,1.187104288,1.044057721,1.174236999,1.317638229,1.314129596,1.179997652,1.28013365,1.204527181,1.360020222,1.147963194,1.398577343,1.10522263,1.109920455,1.219966939,1.28212939,1.18004585,1.209977369,1.307086982,1.225436105,1.36997174,1.318945288,1.329987424,1.274127863,1.329472786,1.242172452,1.36944103,1.319916923,1.39047553,1.39970666,1.335003651,1.135911305,1.284227837,1.33965033,1.290946811,1.320006349,1.277227479,1.321893203,1.203013984,1.154333717,1.146839482,1.08739431,1.25142565,1.491061185,1.462080142,1.370716529,1.424163561,1.452771716,1.494638545,1.536877215,1.430067186
d__Bacteria;p__Planctomycetota;c__vadinHA49,0.021148444,0.014784915,0.034899295,0.0200998,0.034836603,0.027450773,0.029965999,0,0,0.021613701,0.020636201,0.019440096,0,0,0.011840609,0.032868199,0.080290655,0.084273173,0.100339938,0.056501636,0.063720169,0.067239533,0.04834569,0.026145594,0.016168099,0.05361743,0.042793425,0.070303256,0.04797372,0.009969995,0.096329379,0.07072978,0.054560307,0,0.020606525,0.042311312,0.012955447,0.018073898,0.019941207,0,0.014511309,0,0,0.027106796,0.024205499,0.028364838,0,0.018592506,0.004879997,0,0.019043402,0,0,0,0,0.013550053,0.012845578,0,0,0.057295804,0.039011147,0.024501573,0,0.050880799,0.072990105,0.093819967,0.053839201,0.0635991,0.054980898,0.064632919,0.058416824,0.07823048,0.077610709,0.038154882,0.067472938,0.081889824,0.077506204,0.055180062,0.021521208,0.01907766,0.049793499,0.04475452,0.051329406,0.061610801,0.10470495,0.071808596,0.03782988,0.046411156,0.0336793,0.04939339,0.018563277,0.037310554,0.030063045,0.038703893,0.0104635,0.007510023,0.008260001,0.04062371,0.0234931,0.015513544,0.024594828,0,0.0089,0.025946279,0.020097615,0,0,0.045483737
d__Bacteria;p__Caldatribacteriota;c__Caldatribacteriia,0.181272081,0.109408575,0.093959688,0.0837493,0.079174106,0.057951754,0.059932099,0.061249647,0.081117624,0.058665874,0.044220402,0.05184029,0.073590054,0.087882108,0.088804766,0.095599997,0.121730941,0.110426958,0.142417954,0.073452127,0.095580203,0.063604942,0.030215994,0.03595023,0.012934499,0.04729985,0.004080002,0.041542774,0.045448819,0.063112369,0.058198987,0.055994363,0.048498106,0.066362496,0.091257554,0.035259477,0.058299763,0.048199994,0.05483822,0.045608913,0.069654142,0.048499945,0.050325874,0.060237292,0.076074596,0.053893172,0.065771303,0.061975118,0.085407442,0.052196383,0.088869109,0.068900032,0.063329282,0.0437932,0.081866529,0.074525442,0.09313064,0.071696773,0.074194037,0.057295804,0.093599394,0.12523006,0.084104306,0.098581504,0.076733111,0.069608376,0.057006148,0.0476993,0.082471397,0.096949329,0.079034585,0.103264202,0.111759468,0.095387106,0.105998017,0.116535434,0.094264316,0.095839123,0.07993613,0.100999789,0.079083798,0.094774342,0.088971011,0.103618202,0.091999604,0.084864696,0.107000226,0.095552403,0.125532001,0.080299984,0.052596017,0.072133811,0.05192705,0.080199779,0.0627812,0.071317518,0.079894208,0.08124752,0.083903901,0.090500257,0.058412692,0.099500057,0.077139902,0.083604733,0.091874871,0.082298063,0.051351457,0.048982501
d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia,0.425989496,0.381451519,0.265771766,0.2244481,0.174182914,0.17690527,0.159818896,0.112290969,0.114165533,0.19452371,0.112025004,0.071280486,0.164841721,0.182999391,0.20129075,0.34063409,0.310802448,0.328374865,0.375465443,0.228831526,0.251984272,0.203535893,0.105756179,0.117655124,0.048504398,0.01576985,0.118191369,0.217300863,0.179270376,0.156120123,0.266912642,0.206000234,0.130338617,0.204617686,0.182515107,0.162193513,0.197570097,0.23496097,0.149558855,0.148229092,0.101578862,0.113279472,0.136598843,0.132522082,0.16252289,0.107786244,0.145389107,0.136345341,0.187896373,0.156589149,0.212651222,0.227817806,0.13932448,0.1684352,0.160321861,0.091463083,0.125244685,0.121814618,0.043841922,0.105042374,0.128736967,0.127952457,0.108634708,0.076321148,0.078604714,0.111978661,0.104511354,0.136737999,0.127143395,0.213288564,0.247412637,0.244078985,0.176952492,0.155799053,0.195992834,0.201574859,0.205286743,0.165540285,0.178318966,0.152621481,0.178670795,0.197446487,0.171098121,0.159628104,0.126915054,0.097920795,0.145014607,0.12558321,0.205137601,0.141999971,0.142318487,0.146755019,0.068325029,0.152050881,0.1464895,0.120113768,0.093669109,0.131245932,0.097328501,0.113765923,0.153717626,0.096435056,0.121643703,0.11243401,0.114843588,0.079643261,0.099035024,0.125954917
d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria,3.83088426,2.956988195,2.271140607,2.180831498,1.808335541,1.68059986,1.754677956,1.684365034,1.412047914,1.327701411,1.04065334,1.040046495,1.368775307,1.696800155,1.98330618,2.139420838,2.597790556,2.772297693,3.482765523,1.737424211,1.720444455,1.617383774,0.948783613,0.908559378,0.963621659,0.592945823,0.717299116,1.843861638,1.363464779,1.31871715,1.723894224,1.567843378,1.112424744,1.656297391,1.415963889,0.944953236,0.906878914,1.623640495,1.206441448,1.077511328,1.543999036,0.948311032,1.099979979,1.108366847,1.452332314,1.276416404,1.748130786,1.496700246,1.869203238,1.64418626,1.913860597,1.95743501,1.215922567,1.563079003,1.640740874,1.74457385,1.881881269,1.581799114,1.632268408,1.46741033,1.486326579,1.459202571,1.492851209,1.348340517,1.23895969,1.38006122,1.304807801,1.233821994,1.267997648,2.029473207,2.199910521,2.118480589,2.064445568,1.952256953,2.274802452,2.025197491,2.375460758,2.181065609,1.97380633,1.845084949,1.745701549,1.956036163,2.032645748,1.783914039,1.700662185,1.60916532,1.964002754,1.668072016,2.029944008,1.633068565,1.559315837,1.634204388,1.623402209,1.658737027,1.293990403,1.490160863,1.352691737,1.281210315,1.261914411,1.241083221,1.510038569,1.28476404,1.210502925,1.147402982,1.108240851,1.10969605,1.14073702,1.140591686
d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B),0.045317995,0.020698882,0.018791898,0.0133999,0.019001801,0.018300549,0.0199774,0.003400008,0.006010002,0,0.0117921,0,0.023548817,0,0.041442231,0.032868199,0.038850269,0.055213479,0.061498623,0.042376227,0.023170925,0.018172855,0.018129596,0.022877383,0,0,0,0.012782392,0.045448819,0.026599987,0.020068596,0.02652363,0.012124502,0.024885898,0.029437879,0.011753159,0.025910795,0.039160195,0.034897113,0.028505633,0.026120316,0.022655874,0,0.024094897,0.027663498,0.025528334,0.041539702,0.037185111,0.021961885,0.046396807,0.034912904,0.011990406,0.028498137,0.0168435,0.044344361,0.037262771,0.035325439,0.034036468,0.037097018,0.012732445,0.021456161,0.021779176,0.024530402,0.009539981,0.029944643,0.015132295,0,0.0413394,0.037799398,0.045243014,0.037799163,0.056325974,0.043462049,0.0540527,0.048194999,0.050393715,0.039800478,0.075509642,0.036893614,0.03815542,0.038077399,0.060550227,0.065017308,0.044807901,0.03490165,0.042432398,0.0472874,0.030030707,0.0428646,0.04939339,0.021657189,0.049747439,0.035528971,0.041468386,0.0348784,0.033782003,0.041324604,0.018749405,0.0302054,0.036198303,0.024594828,0.049772929,0.035603001,0.034595072,0.048808537,0.021200016,0.040347588,0.027990015
d__Bacteria;p__FCPU426;c__FCPU426,0.021148444,0.035483897,0.048322094,0.0200998,0.025335702,0.024400765,0.039954699,0.006810016,0.030043609,0.021613701,0.017688201,0.022680096,0.032379624,0.060841398,0.05328284,0.065736398,0.064750548,0.072649336,0.061498623,0.039551145,0.049238353,0.010903673,0.015107997,0,0,0,0.014264508,0.019173588,0.030299213,0.023251989,0.038130392,0.02652363,0.030311304,0.035946398,0.055932039,0.016454382,0,0.039160195,0.029911811,0.014252767,0.026120316,0,0,0.036142395,0.034579298,0.025528334,0.010384901,0.009300003,0.034162977,0.037697343,0.031739003,0.032973615,0,0.0269496,0.03411107,0.02032513,0.061016595,0.021496733,0.023607212,0.038197236,0.039011147,0.051725442,0.063078205,0.03498053,0.043045462,0.042370285,0.038004065,0.0413394,0.061853497,0.048474714,0.058416824,0.050067443,0.040357552,0.057232324,0.054620978,0.040944912,0.052369087,0.063892782,0.039968015,0.059958475,0.061509598,0.052652423,0.07870511,0.056009901,0.076149072,0.071808596,0.053592413,0.057331422,0.0979762,0.067915886,0.080440932,0.069646414,0.065592015,0.085701364,0.0662691,0.082578153,0.079894208,0.062498015,0.080547701,0.069810898,0.055338313,0.059105334,0.053404501,0.086487631,0.080390562,0.114155387,0.080695175,0.073473652
d__Bacteria;p__Acidobacteriota;c__Aminicenantia,0.114805642,0.07688166,0.061744992,0.0602995,0.047504404,0.027450773,0.036625199,0.047638614,0.018026105,0.067902517,0.029480301,0.022699996,0.032379624,0.047321143,0.082884462,0.083664498,0.069930583,0.075555245,0.074445728,0.048026391,0.049238353,0.010903673,0,0.019609171,0,0,0,0.054325166,0.045400019,0.026573687,0.030102893,0.032417837,0.012124502,0.013825499,0.055900339,0.028207541,0.038866242,0.054221793,0.039882315,0.039907786,0.023218014,0.016182782,0.010784109,0.027106796,0.034579298,0,0.076156204,0.083666425,0.046364069,0.028997979,0.050782405,0.047961622,0.031664641,0.057268,0.044344361,0.0575879,0.051382412,0.060907359,0.064076632,0.044563459,0.048763984,0.040835854,0.035043503,0.047700705,0.031816146,0.024211592,0.031670071,0.0254396,0.054980898,0.064632919,0.068725705,0.090747341,0.083819601,0.076309765,0.070685978,0.078740223,0.081698107,0.101647503,0.089159433,0.049099898,0.096657997,0.073713333,0.071861209,0.095216802,0.092013404,0.081599996,0.088269787,0.060061513,0.128593701,0.101873879,0.11137966,0.072133811,0.084723008,0.05805584,0.0871961,0.086331764,0.090914109,0.08124752,0.073835401,0.095666871,0.058401492,0.03421892,0.062305301,0.083604733,0.05167964,0.053095541,0.036679598,0.059478694
d__Archaea;p__Micrarchaeota;c__Micrarchaeia,1.117844752,0.863440564,0.657718015,0.475696,0.361033728,0.329409774,0.312978592,0.244998587,0.219318064,0.302592416,0.25353031,0.220321357,0.32673994,0.381949029,0.520987889,0.528879185,0.821036475,0.65965574,0.864217828,0.457662953,0.448937484,0.370726177,0.274965946,0.277796902,0.22312049,0.236547551,0.220080428,0.530469766,0.356015851,0.269058167,0.527804585,0.300601541,0.287957337,0.215678086,0.244334682,0.209206049,0.242914013,0.186763876,0.209382378,0.171033598,0.200255521,0.190956885,0.258818807,0.234925568,0.307756082,0.226918503,0.231930211,0.148740444,0.278184312,0.226184359,0.282476929,0.293765137,0.221652586,0.1179047,0.201255125,0.267614272,0.311505965,0.229298181,0.229327014,0.267380653,0.23016611,0.217791457,0.238295517,0.276664249,0.224584825,0.19974573,0.221690696,0.248036399,0.268031989,0.429808829,0.336756103,0.431832097,0.431515692,0.324316301,0.456245666,0.321259894,0.349825394,0.281708889,0.258254996,0.286165303,0.289973892,0.334342647,0.273757033,0.302453207,0.272867426,0.231745888,0.318401773,0.292117392,0.284743301,0.370450324,0.241322696,0.283560551,0.256902036,0.262633376,0.2162464,0.245857753,0.223152823,0.24374246,0.208081602,0.178405706,0.224427732,0.183537706,0.133511303,0.18738995,0.132070201,0.151322216,0.16139045,0.192431141
d__Bacteria;p__Patescibacteria;c__Saccharimonadia,0.012084825,0.079838644,0.150335581,0.1808985,0.237522219,0.234856923,0.249716994,0.23800057,0.183265754,0.13894545,0.132661205,0.058320389,0.050041237,0.020280433,0.032561724,0.047808299,0,0.017435857,0.012947105,0.0310759,0.037652841,0.047199883,0.036259293,0.058827612,0.016168099,0.04100157,0.036680021,0.022369186,0.030299213,0,0,0.011788313,0.024249003,0.080187995,0.117751714,0.096375783,0.100404492,0.135554383,0.069794126,0.051310039,0.04933833,0.003239996,0.032352326,0.024094897,0.034579298,0.019855327,0.055386303,0.03408631,0.031722779,0.043497019,0.038086804,0.029976014,0.028498137,0.0370558,0.047755459,0.023712618,0.044959623,0.044784785,0.050586825,0.031831013,0.027307823,0.02722397,0.028034802,0.047700705,0.016843824,0.030264489,0.031670071,0.0572392,0.051544598,0.019389906,0.034362902,0.009389746,0.037253156,0.047693553,0.032129999,0.056692917,0.031421472,0.037754821,0.039968015,0.013626872,0.0117161,0.015795707,0.017109802,0.011202,0.015864432,0.026112199,0.022067447,0.021840532,0.024494,0.024696695,0.021657189,0.014924282,0.016397979,0.019351947,0.0139514,0.007510023,0.016529802,0,0.0134246,0,0,0.006220004,0,0.008649993,0.011484409,0,0,0.034987444
d__Archaea;p__Halobacterota;c__Methanomicrobia,1.114823546,1.055644765,0.826845493,0.753743599,0.582721145,0.558166581,0.436172289,0.55124672,0.447649231,0.503291454,0.445152017,0.320762037,0.456258436,0.618554642,0.79036229,0.887441374,1.041188197,1.049056103,1.340023209,0.872949678,0.912356884,0.581531253,0.368635627,0.369306532,0.174615992,0.296472962,0.279176062,0.639120197,0.623658865,0.411891497,0.577976174,0.501002568,0.348579945,0.506014067,0.556376675,0.354945179,0.421050889,0.566316129,0.446183966,0.478893935,0.36278172,0.216999756,0.31273945,0.307210358,0.383830677,0.331868243,0.391165919,0.316073394,0.344070068,0.229084147,0.28882473,0.305755542,0.300814188,0.377294901,0.429799027,0.460703002,0.513824218,0.669980549,0.654256324,0.61433879,0.5871185,0.563535371,0.585225743,0.629649547,0.632580614,0.671871966,0.592230706,0.699589797,0.780041868,1.011505002,0.797218474,0.929377714,0.909597828,0.909357432,0.954260352,0.781102628,0.693366434,0.714436963,0.679456651,0.874848274,0.820128276,0.829275066,0.722034088,0.876554319,0.790046402,0.659333467,0.781818154,0.753498958,0.930773704,0.864384123,0.822972297,0.783522635,0.860895141,0.669023956,0.659202701,0.791999825,0.834756784,0.734352281,0.708148706,0.568829814,0.538011742,0.609718551,0.560747712,0.504511396,0.582831348,0.544228917,0.476835371,0.640270781
