,UASB_004,UASB_005,UASB_006,UASB_007,UASB_008,UASB_009,UASB_010,UASB_011,UASB_012,UASB_013,UASB_014,UASB_015,UASB_016,UASB_017,UASB_018,UASB_019,UASB_020,UASB_021,UASB_022,UASB_023,UASB_024,UASB_025,UASB_026,UASB_027,UASB_028,UASB_029,UASB_030,UASB_031,UASB_032,UASB_033,UASB_034,UASB_035,UASB_036,UASB_037,UASB_038,UASB_039,UASB_040,UASB_041,UASB_042,UASB_043,UASB_044,UASB_045,UASB_046,UASB_047,UASB_048,UASB_049,UASB_050,UASB_051,UASB_052,UASB_053,UASB_054,UASB_055,UASB_056,UASB_057,UASB_058,UASB_059,UASB_060,UASB_061,UASB_062,UASB_063,UASB_064,UASB_065,UASB_066,UASB_067,UASB_068,UASB_069,UASB_070,UASB_071,UASB_072,UASB_073,UASB_074,UASB_075,UASB_076,UASB_077,UASB_078,UASB_079,UASB_080,UASB_081,UASB_082,UASB_083,UASB_084,UASB_085,UASB_086,UASB_087,UASB_088,UASB_089,UASB_090,UASB_091,UASB_092,UASB_093,UASB_094,UASB_095,UASB_096,UASB_097,UASB_098,UASB_099,UASB_100,UASB_101,UASB_102,UASB_103,UASB_104,UASB_105,UASB_106,UASB_107,UASB_108,UASB_109,UASB_110,UASB_111
d__Bacteria;p__Firmicutes;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Syntrophomonas;__,0,0,0,0,0,0,0,0,0,0.018525394,0.035376306,0.0421203,0,0,0,0,0,0.03196559,0.042077999,0,0,0.0163556,0,0,0,0,0,0,0.035349124,0.02989539,0.032106587,0.026523606,0.042435816,0.116134346,0.079481922,0.079921034,0,0.081332697,0.0673015,0.051309811,0.110285627,0.074440892,0.046729008,0.048189891,0.082990378,0.102113197,0.090002815,0.034086288,0.100048808,0.113092592,0.158694932,0.089928103,0.034831102,0.074111497,0.095511007,0.09146338,0.09955363,0.125403101,0.134898272,0.098675797,0.07022064,0.125234826,0.094617311,0.089041502,0.07673304,0.1150051,0.082340997,0.139917998,0.134016006,0.11633928,0.154639202,0.118913464,0.062088721,0.079486178,0.070687268,0.113385777,0.071223647,0.139405256,0.083010544,0.103564759,0.111303071,0.089508975,0.109502832,0.095216816,0.072976474,0.137089116,0.094574611,0.073712103,0.073482097,0.080264315,0.089722206,0.166654238,0.106586472,0.110582913,0.04882979,0.099468921,0.11846391,0.103121831,0.171163911,0.142206986,0.153713752,0.161762055,0.169114429,0.16432666,0.143554448,0.124774386,0.168726747,0.146940466
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;s__uncultured_bacterium,0.021151895,0,0,0,0.0253357,0.0274507,0.029965996,0.040832991,0.051074111,0.049400985,0.053064509,0.0421203,0.026492404,0.033800901,0.035521902,0.041832289,0.041440001,0.040683488,0.064735398,0.025425885,0.046341902,0.025442099,0,0.035950094,0,0,0,0,0,0.003319999,0.008029997,0.008840002,0,0.013825494,0.020606406,0,0,0.021086199,0.0224338,0,0,0.009709999,0,0,0,0.022691799,0.041539707,0.061975078,0.051244504,0.075395095,0.060304112,0.062949602,0.047496903,0.050530598,0.037522203,0.074525684,0.048171114,0.051952701,0.053959329,0.041380199,0.019505711,0.054449911,0.059573907,0.047700801,0.063632334,0.0544761,0.034836599,0.060419099,0.065289903,0.048474733,0.089347101,0.040680888,0.037253212,0.03497389,0.051408877,0.028346494,0.018853312,0.055181222,0.052265928,0.073585471,0.061509584,0.07108068,0.065017319,0.089615815,0.063457777,0.091392811,0.100879512,0.106473004,0.146964293,0.169789831,0.207289214,0.246250356,0.240502837,0.226694931,0.254612647,0.311544066,0.292027372,0.278116383,0.265136317,0.281828275,0.353541721,0.388851032,0.397567168,0.475682384,0.551249085,0.560157585,0.67123919,0.647237752
d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__Brevinemataceae;g__Brevinema;s__uncultured_bacterium,0,0,0,0,0,0,0,0,0,0,0,0.0162001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012782397,0,0,0.010033296,0,0,0,0.026494007,0.02350621,0.042105285,0.030123199,0.0548382,0.025654906,0.037729309,0.077677392,0.046729008,0.093367883,0.11411177,0.218408693,0.321933053,0.337764478,0.470961435,0.487168266,0.53956271,0.542565919,0.582628839,0.532255275,0.770910159,1.128048557,1.554321365,1.420637816,1.416431358,1.24458866,1.016248877,0.884811386,0.669330074,0.763213115,0.741129291,0.938199902,0.826577073,0.785448487,0.714752133,0.827301472,0.835051509,0.879333834,0.887868195,1.081011995,1.034604132,1.266141446,1.424472542,1.231413095,1.152924413,1.182818629,1.183327695,1.079373097,1.108716026,0.929763753,0.761493524,0.913927706,0.948898315,0.857244333,0.817488662,0.941561574,0.965286866,1.00987513,1.033068828,0.975893995,1.081231674,0.959030303,1.016585846,0.912471774,0.886025056,0.791187668,0.768568862,0.861693793,0.738762926,0.723613824,0.778065161,0.700860582,0.740930668,0.650736351
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__uncultured;s__uncultured_bacterium,0.302169533,0.26908758,0.230872547,0.1507487,0.155181199,0.143353901,0.119864184,0.139512668,0.111161223,0.09880197,0.094336816,0.068040401,0.091251612,0.111543003,0.136167209,0.131472767,0.209790203,0.22957103,0.229810594,0.127129326,0.104269204,0.112671997,0.08762655,0.068631888,0.022635397,0.037847713,0.048906695,0.137410869,0.118671981,0.096329468,0.134446345,0.147353531,0.063653725,0.127194741,0.129526137,0.072869231,0.064777277,0.147603695,0.1096765,0.057010912,0.118992329,0.064731193,0.06470171,0.081320385,0.121027668,0.065238998,0.107311018,0.102258963,0.141532511,0.089894194,0.117434224,0.188848907,0.098160307,0.134748194,0.12962201,0.098238479,0.13487914,0.087782201,0.080938943,0.060478698,0.062418335,0.133402328,0.080599909,0.069961201,0.069246936,0.0817142,0.117177596,0.092218698,0.058417203,0.190667132,0.099656401,0.097008371,0.152117251,0.130357363,0.13173534,0.182677163,0.098456165,0.153926662,0.1875424,0.147170941,0.15523856,0.165854853,0.157410346,0.126022221,0.095186666,0.120769014,0.135556916,0.141964005,0.156149493,0.129657624,0.160881111,0.129343629,0.125717367,0.116112018,0.108123177,0.078824417,0.140503731,0.137495741,0.127533908,0.126693499,0.129119544,0.090213431,0.094941416,0.126848669,0.066035022,0.11681008,0.066023479,0.069971684
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__Anaerofustis;s__uncultured_bacterium,0.033238693,0.014785004,0,0,0,0,0,0.010208198,0,0,0,0.0129601,0.008830001,0,0,0,0,0.011623896,0.00971,0,0.00579,0,0,0,0,0.006310002,0,0.012782397,0,0,0,0.005890001,0,0.019355691,0.005890002,0.007050003,0,0,0,0,0,0.019419398,0,0.006019999,0.013831696,0.00567,0,0,0.014641301,0.011599199,0.015869503,0.006,0.018998801,0.0101061,0.057988804,0.064363086,0.138090541,0.137943402,0.134898272,0.140055996,0.200909114,0.255914654,0.259321629,0.324365606,0.383665402,0.450941201,0.468710385,0.57875159,0.584172427,0.491210239,0.415807605,0.438102268,0.431516343,0.39107199,0.4434018,0.425196815,0.54465126,0.377555952,0.458095344,0.395181343,0.345625411,0.297485716,0.277178981,0.30525375,0.310943187,0.339458839,0.233283928,0.333069413,0.296990286,0.345753764,0.396015127,0.318384273,0.420879889,0.447860657,0.52666449,0.465439399,0.495895562,0.56560747,0.520204133,0.659323073,0.697860538,0.715485843,0.720961423,0.830281998,0.792420566,0.873421001,0.858305831,0.881642698
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Pseudaeromonas_sharmana,0.111802675,0.10053823,0.091275219,0.1071991,0.104509799,0.094552601,0.066591191,0.064652185,0.042061009,0.09880197,0,0.0388802,0,0,0.017760901,0.044820289,0.059570101,0.075554977,0.067972198,0.127129326,0.081098303,0.074508898,0.126907472,0.098045582,0.012934498,0.022077808,0.061133394,0.054325188,0.037874026,0,0.066219773,0.041259009,0.036373614,0.069127568,0.064763018,0.079921034,0.068016176,0.060246398,0.0523456,0.059861513,0.002900001,0,0.025161804,0.003009999,0.020747595,0,0.003460001,0,0.029282602,0.017398899,0.044434609,0,0,0.037055798,0,0.074525684,0.118822136,0.134360401,0.155132983,0.085943497,0.126787272,0.117067325,0.105130412,0.117662002,0.087962346,0.0847406,0.082340997,0.120838198,0.130579706,0.064632945,0.085910701,0.090749773,0.102446334,0.098562872,0.073900267,0.119684976,0.098456165,0.066798327,0.046117025,0.04905698,0.082012779,0.073713279,0.082127124,0.114820219,0.120569856,0.117505014,0.116642014,0.098282804,0.088790896,0.104960919,0.154693411,0.119394127,0.117518369,0.110582913,0.14300157,0.116359825,0.101934095,0.143745543,0.120821608,0.126693499,0.113748239,0.105767436,0.109776019,0.106668174,0.08900373,0.140703097,0.139382956,0.090963179
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Longilinea;s__uncultured_bacterium,0.072520684,0.088710226,0.04832211,0.0535995,0.0443375,0,0.079909389,0.061249486,0.066095814,0,0.032428305,0,0,0.064221702,0.053282804,0.044820289,0.077700101,0.075554977,0.093866297,0.064977262,0.052134602,0.065422398,0.027194415,0.032681894,0,0.031539811,0,0,0.060598441,0.036538788,0.034113286,0.035364807,0,0.055302075,0.047100413,0.054064223,0.042105285,0.054221798,0.0573309,0.039907609,0.049338312,0.061494593,0,0.05421359,0.034579291,0.053893098,0.065771311,0,0.053684704,0.055096396,0.053956311,0.077937603,0.072828605,0.084217596,0.047755504,0.067750685,0.057805317,0.064493001,0.107918558,0.060478698,0.072171241,0.065339914,0.09111301,0.044520801,0.067375436,0.0665819,0.133012396,0.069958999,0.065289903,0.122802585,0.123711301,0.106396268,0.062088721,0.082665577,0.102817854,0.059842488,0.111025073,0.107458243,0.147574279,0.10083936,0.105445073,0.081611177,0.13687854,0.092416315,0.076149372,0.104448912,0.107184513,0.076442203,0.104099695,0.129657624,0.111379208,0.057209713,0.109319471,0.071878873,0.104635278,0.09571532,0.090914185,0.121871237,0.090616206,0.124107901,0.132193845,0.105767436,0.145379025,0.138380366,0.086132629,0.106190973,0.12837906,0.167931962
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;__,0.67383805,0.623928286,0.593288722,0.505845699,0.411705096,0.427011504,0.412865345,0.340274821,0.318461866,0.29331841,0.244686241,0.243001602,0.341457746,0.388710512,0.408501627,0.400394298,0.510230508,0.549226832,0.563197885,0.457665635,0.324393212,0.376178991,0.271944554,0.248382155,0.155214181,0.249164287,0.144682386,0.338733823,0.318141816,0.262414813,0.278925886,0.318283667,0.272801805,0.536430053,0.526935649,0.331437342,0.31740879,0.478958884,0.4436911,0.256549155,0.351172585,0.236268875,0.237239438,0.283115448,0.345793309,0.263792391,0.318471353,0.291283095,0.353831127,0.278381881,0.34278107,0.332733812,0.189987713,0.394138481,0.313821824,0.294715337,0.311506593,0.318882104,0.266423943,0.267379691,0.241871137,0.258637154,0.245304227,0.238504105,0.239556926,0.2390896,0.256523892,0.197157097,0.302395114,0.368407655,0.288659803,0.400550679,0.363218821,0.375174794,0.292388168,0.292913341,0.167585011,0.278810512,0.292074155,0.204404119,0.248967436,0.255363928,0.232693468,0.232440938,0.260176906,0.277442332,0.274266333,0.25662731,0.260249188,0.240792845,0.216570815,0.238788254,0.204973946,0.237753243,0.125562374,0.242103551,0.198358185,0.193743958,0.214793914,0.204260837,0.270536292,0.20531337,0.180982131,0.184507155,0.226816076,0.177869922,0.220078431,0.178427659
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenticatenales;f__uncultured;g__uncultured;s__uncultured_archaeon,3.1546497,2.605122276,2.174497046,2.257880795,1.919179083,1.866650417,1.797962059,1.973594242,1.601322231,1.590094612,1.238171208,1.004406408,1.227481667,1.318235641,1.752412617,1.676277674,1.84408183,1.912123115,2.191293041,1.353221215,1.390256653,1.24120887,0.761444731,0.72226927,0.578819628,0.567716099,0.491105051,1.134438741,0.767580421,0.644410987,1.15583693,0.904750889,0.542572409,1.034148523,0.871357346,0.658173382,0.615384386,0.885622171,0.7328381,0.550155518,0.769096985,0.576107638,0.585909495,0.626468184,0.663923226,0.641043779,0.893104548,0.712713943,0.856515464,0.707553951,0.83790917,0.791366928,0.582628839,0.747852465,0.699276853,0.670731556,0.80285194,0.730920808,0.684608466,0.681181578,0.608578946,0.658844138,0.679843075,0.578770011,0.539003084,0.526602501,0.484545184,0.655070389,0.549809325,0.756205323,0.87972511,0.973212906,0.763690854,0.769426183,0.941425574,0.834645532,0.900769395,0.804484523,0.737871593,0.744031104,0.787908797,0.731867594,0.763097824,0.705724316,0.698035747,0.760518388,0.784968995,0.652488525,0.698080268,0.688420427,0.720871249,0.679053955,0.672314623,0.64690986,0.662690361,0.619334631,0.556505018,0.637480291,0.62760104,0.690350048,0.664043526,0.61905081,0.75953133,0.712082127,0.640252915,0.623872129,0.597879713,0.668229247
d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosaetaceae;g__Methanosaeta;s__Methanosaeta_harundinacea,8.276422863,7.155954632,5.014766128,4.428662391,3.31264247,2.867077426,2.327361988,2.055260223,1.742527061,1.843274734,1.503493653,1.26360811,2.9377138,3.170525698,3.566988539,3.989003087,5.819735893,5.745087142,7.03673711,4.062488844,3.718936641,2.92583633,2.027497748,1.872671063,0.937752483,1.453984009,1.137081386,4.147891554,2.795103498,2.278690446,4.02937586,2.902865207,2.240005662,2.97248583,2.207831023,1.866391701,1.95303572,2.051390132,1.707463,1.872809003,1.871953051,1.521183137,1.624730663,1.879404552,2.226909017,1.443766752,2.087372247,1.942920199,1.410444206,1.30491511,1.298124464,1.282973645,1.171590578,1.26663294,1.678264528,1.917343788,1.965381588,2.873522032,2.546203962,2.667430515,2.607916881,2.14260475,2.368937763,3.078292958,3.044993405,3.017371806,2.964276602,2.900117651,2.941479835,4.430587362,3.63917534,4.359117484,4.364834449,3.894822802,4.164121118,3.949605506,3.121270663,3.127905557,3.052943924,3.267740999,3.538266887,3.269710781,2.785478019,3.685449208,3.569500908,3.303195883,3.278585597,3.448087731,3.585315635,3.794030302,3.031990806,2.972415678,3.08007569,3.04932301,2.832129408,2.636864059,2.74946536,2.56554557,2.211706439,2.448544944,1.78922831,1.966030668,1.69707789,1.830656555,1.992535869,1.845068669,1.712943764,1.959206051
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenticatenales;f__uncultured;g__uncultured;s__uncultured_organism,0.281017638,0.242474472,0.179865837,0.1239489,0.174182898,0.091502501,0.063261592,0.071457683,0.072104615,0.067926379,0.05896051,0.0518403,0.061815608,0.060841602,0.079924205,0.083664479,0.147630102,0.09880267,0.135944296,0.056501967,0.055031002,0.059970599,0.051367329,0.065363688,0.038803595,0.041001714,0,0.095868078,0.055548538,0.073077576,0.112373054,0.082518017,0.054560321,0.091248358,0.055931716,0.025856811,0.042105285,0.072295698,0.0697941,0.042758209,0.101578824,0.051784994,0.014378102,0.036142393,0.055326886,0.036874199,0.048463008,0.030987589,0.065885805,0.049296797,0.076173515,0.035971201,0.037997503,0.047161898,0.037522203,0.037262892,0.051382515,0.060910101,0.060704232,0.028647799,0.040962023,0.04900491,0.063078207,0.092221602,0.099191552,0.0998729,0.079174097,0.089038698,0.089344004,0.093717765,0.103092801,0.103266969,0.117968539,0.092203974,0.134948339,0.10078738,0.106835471,0.110362544,0.098382852,0.106290158,0.096657975,0.073713279,0.088971026,0.109219218,0.130088453,0.081600709,0.148166818,0.092822604,0.159211293,0.111135121,0.105191507,0.099495123,0.128450366,0.105053707,0.125562374,0.088208219,0.107444,0.06562292,0.063766904,0.082738534,0.08915403,0.111989038,0.112742919,0.100902375,0.077519426,0.08760756,0.077027476,0.090963179
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;__,0.302169533,0.564788168,0.939597493,1.135640298,1.292120588,1.454889313,2.070985922,1.861303468,1.817635976,1.985302591,1.933905625,1.976412616,1.192158362,1.399357843,1.604404807,1.601577293,1.139601118,1.400673771,1.919404348,0.977483433,1.178821845,0.984970976,0.486478575,0.506569009,0.598221425,0.460480861,0.50129395,0.74777093,0.573160389,0.571333511,0.519725288,0.391960482,0.397078153,0.500483669,0.506329243,0.390202767,0.333603084,0.530168383,0.4411985,0.290755763,0.246691459,0.255688273,0.201294033,0.27106795,0.273176728,0.31484899,0.332317955,0.260295506,0.409956131,0.408873372,0.495128201,0.545563519,0.487635033,0.414350681,0.457088335,0.409891512,0.472076941,0.442493705,0.451909042,0.410618787,0.433027346,0.479159401,0.424025847,0.470648109,0.333133876,0.332909601,0.364200688,0.429293693,0.374557617,0.387797568,0.408934704,0.384904084,0.450142949,0.448302074,0.469106188,0.541732191,0.569788977,0.653462163,0.553403694,0.610487057,0.556515456,0.521258254,0.732300115,0.599305599,0.586984588,0.51898036,0.567447469,0.655218525,0.453139779,0.5402403,0.532145336,0.4377784,0.538398358,0.370452678,0.435980509,0.390368483,0.443551013,0.378113313,0.375889424,0.361981311,0.433472848,0.360853723,0.367897963,0.343067917,0.333046312,0.323882523,0.363129386,0.293880933
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__uncultured;__,0,0,0,0,0,0,0.009989999,0,0.024034905,0.009259997,0.032428305,0,0,0.192665206,0.112485908,0.089640477,0.064750101,0.020341694,0.045314799,0.090403048,0.156403906,0.098133598,0.148058684,0.143800174,0,0.129313145,0,0,0,0.013286796,0,0.064835614,0.003030001,0.110604149,0.129526137,0.145738363,0.116599159,0.201825493,0.1171544,0.142527331,0.12479683,0.113279588,0.089863415,0.123486477,0.148691161,0.133314396,0.221545337,0.158036543,0.122010709,0.15079019,0.168216634,0.134892105,0.113992608,0.141485593,0,0.176151762,0.109187833,0.200644902,0.175367694,0.152788395,0.054616031,0.032670007,0.024530403,0.104941802,0.043045423,0.0393439,0.079174097,0.00318,0.072162503,0,0.048110001,0,0.046566515,0.057230084,0.070687268,0.022047196,0.012568908,0,0.03689362,0.016352293,0.032219292,0.060550183,0.03421961,0.028004905,0.031728889,0.022848203,0.08196461,0.038221101,0.036741098,0,0.024750902,0.039798009,0.021863894,0,0.104635278,0.013137403,0.038569636,0.021874307,0,0.056882755,0.036891313,0,0.017801503,0,0,0,0,0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;g__uncultured;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082003429,0.093737891,0.08628128,0.085847758,0.086364371,0.118393052,0.079570917,0.121245247,0.284805669,0.326758992,0.263269313,0.194331932,0.283158091,0.2193529,0.162481135,0.145112635,0.135935485,0.147376024,0.189747565,0.26626083,0.215572293,0.290778248,0.319171885,0.392874629,0.353776976,0.34595497,0.443645116,0.329311922,0.505305676,0.39568843,0.457317002,0.581264874,0.670010707,0.708215679,0.61751968,0.702206499,0.85758638,0.81300819,0.744132814,0.711184675,0.723321801,0.775905774,0.61373099,0.786914536,0.717425496,0.701030908,0.782325464,0.807152868,0.740811191,0.742216065,0.818897435,0.754132498,0.89451706,0.870073663,0.85304666,0.887495771,0.887192051,0.790473532,0.817744035,0.761493524,0.796422692,0.8259514,0.671599026,0.707265467,0.796468547,0.751809951,0.669104453,0.716042412,0.616499529,0.613860572,0.609950729,0.570279931,0.618730886,0.590683337,0.607611515,0.710157642,0.749704755,0.667556814,0.712082127,0.712030139,0.690241575,0.707918978,0.678724945
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;s__uncultured_bacterium,0.030216993,0.047312114,0.008050002,0.0535995,0.00317,0,0,0.027221994,0.021030504,0,0.032428305,0,0.008830001,0.023660601,0.00296,0.044820289,0.054390101,0.040683488,0.038841199,0.036726279,0.055031002,0.0109037,0,0.029413695,0,0,0,0.028760393,0.042923929,0.02989539,0.020066592,0.020629504,0,0.047006778,0,0,0.022672092,0.039160199,0.0473603,0.028505506,0,0,0.007190001,0,0.010373797,0.00284,0,0.015493794,0.043923903,0.043497197,0.022217305,0.026978401,0.031664602,0.050530598,0.040933303,0.027100294,0.057805317,0.0179147,0.026979614,0.054112598,0.021456312,0.029947506,0.024530403,0.0222604,0.016843809,0.0363174,0.041170499,0.041339399,0.027490501,0.02908482,0.0274914,0.015646495,0.049670916,0.044512287,0.035343584,0.015747997,0.016758511,0.040659916,0.027670215,0.032704687,0.032219292,0.03422399,0.027375708,0.030805405,0.022210192,0.022848203,0.031524904,0.030030801,0.036741098,0.027783805,0.034032502,0.017411604,0,0,0.006979999,0.022521305,0,0,0.030205402,0.020684683,0.043039815,0.018664806,0.011867702,0.014414596,0.02871091,0,0,0.024490094
d__Bacteria;p__Planctomycetota;c__Pla4_lineage;o__Pla4_lineage;f__Pla4_lineage;g__Pla4_lineage;s__uncultured_bacterium,0.093672579,0.053226116,0.021476504,0,0.0158348,0,0,0.010208198,0.021030504,0.006179998,0.017688203,0.0388802,0.041210406,0.064221702,0.062163304,0.095616576,0.095830102,0.101708669,0.093866297,0.090403048,0.066616503,0.0181729,0.039280922,0.032681894,0.016168098,0,0.018339998,0.025564794,0.01514961,0,0.034113286,0.05010021,0.018186807,0.005529997,0,0.004700002,0,0,0,0.005700001,0.011609003,0.016182798,0,0.009039998,0,0.00567,0.013846602,0.02788879,0.014641301,0.020298699,0.022217305,0.026978401,0.066495704,0.043793198,0.167144213,0.135501371,0.179838854,0.589394506,0.586807314,0.802138974,0.971385652,0.789523966,1.009251612,1.742670033,1.952014829,1.852188104,1.482138251,1.974751166,1.859042686,1.551190272,1.092783512,1.020152392,1.157953984,1.033320309,1.201683057,1.051968289,1.196137991,0.909038465,0.82703114,0.798538882,0.85234738,0.737132893,0.84864685,1.218214601,0.91061937,0.985736314,0.728224288,0.832673632,0.841982761,0.913777869,0.73324675,0.70392776,0.593058044,0.749199064,0.784764936,0.835163377,0.738333387,0.806225042,0.711504945,0.752403999,0.596409403,0.718596644,0.901943454,0.801452805,0.930232913,0.913242628,0.773942458,0.808172515
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SBR1031;g__SBR1031;__,0.256844043,0.260216578,0.209396043,0.2210981,0.177349898,0.155554201,0.136511982,0.088471479,0.156226532,0.132765159,0.147401325,0.077760501,0.097138813,0.158864305,0.133207009,0.167328957,0.220150204,0.177263646,0.210389994,0.175155998,0.144818406,0.103585498,0.093669753,0.039218193,0,0.041001714,0.032604497,0.162975663,0.108572174,0.079720974,0.126419649,0.091359219,0.054560321,0.124429643,0.179570251,0.133985257,0.129554655,0.159652995,0.1395882,0.074114216,0.171232941,0.103569889,0.082674313,0.096379682,0.096822175,0.104949697,0.145389124,0.086765169,0.13665201,0.113092592,0.120608124,0.164868106,0.072828605,0.168435192,0.098922108,0.128726272,0.131667739,0.155858102,0.148388079,0.130506696,0.12288617,0.136124829,0.164704218,0.117662002,0.138493873,0.1271109,0.129845496,0.136737998,0.085907704,0.190667132,0.147766302,0.128301361,0.139699546,0.146254559,0.15422673,0.179527564,0.159205705,0.133596754,0.141425375,0.079036269,0.152309461,0.102672071,0.071861221,0.156827626,0.130088453,0.065280508,0.104032013,0.092822604,0.079605596,0.095699718,0.068065105,0.106957224,0.032795791,0.102289204,0.045341991,0.101345621,0.088159182,0.074997722,0.070479304,0.067225146,0.067634023,0.046662116,0.089007615,0.051892587,0.074648325,0.069024147,0.03301179,0.08746458
d__Bacteria;p__Caldatribacteriota;c__Caldatribacteriia;o__Caldatribacteriales;f__Caldatribacteriaceae;g__Candidatus_Caldatribacterium;s__Atribacteria_bacterium,0.18130166,0.109409233,0.093959719,0.0837493,0.079174099,0.057951601,0.059932092,0.061249486,0.081117617,0.058663682,0.044220407,0.0518403,0.07359001,0.087882403,0.088804706,0.095616576,0.121730102,0.110426566,0.142417896,0.073452557,0.095580104,0.038163099,0.030216017,0,0.012934498,0.047309717,0.00408,0.041542791,0.045448831,0.063112379,0.058193176,0.055994312,0.048498119,0.066362469,0.091257026,0.035259315,0.05829958,0.048197098,0.0548382,0.04560871,0.069654117,0.048548395,0.050323508,0.060237289,0.07607458,0.053893098,0.065771311,0.061975078,0.085407506,0.052196596,0.088869118,0.068944802,0.063329204,0.043793198,0.081866606,0.074525684,0.093130828,0.071658901,0.07419404,0.057295598,0.093627553,0.125234826,0.084104309,0.098581702,0.07673304,0.0696084,0.057005298,0.047699299,0.082471404,0.096949367,0.079037801,0.103266969,0.111759637,0.095383373,0.106030852,0.116535377,0.094266562,0.095841139,0.079936143,0.10083936,0.07908378,0.094774273,0.088971026,0.103618217,0.092013767,0.08486471,0.107184513,0.095552704,0.125531994,0.080264315,0.052595804,0.072133916,0.051926786,0.080172582,0.062781187,0.071317315,0.079894274,0.081247524,0.083903905,0.090495328,0.05841122,0.099545834,0.077139913,0.08360478,0.091874831,0.082298057,0.051351584,0.048980189
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__uncultured_bacterium,0.190366758,0.136022241,0.088590618,0.0870993,0.0538384,0.0549015,0.056602492,0.017013696,0.066095814,0.086451773,0.064856611,0.0291602,0.07064641,0.087882403,0.094725006,0.11653267,0.176120203,0.168545848,0.190969395,0.090403048,0.089787403,0.076326198,0.066475338,0.068631888,0,0.034693712,0.022415598,0.140606468,0.118671981,0.026573691,0.094313062,0.088412118,0.087902834,0.149315531,0.123638535,0.07051853,0.106882563,0.132542096,0.1046912,0.085516418,0.104481125,0.061494593,0.079079813,0.081320385,0.121027668,0.102113197,0.135004222,0.102258963,0.119570509,0.130491491,0.180912237,0.125899304,0.107659707,0.124642094,0.143266511,0.18631436,0.16699325,0.123611601,0.161877887,0.143239095,0.12288617,0.157904833,0.126156414,0.162182803,0.159080784,0.1604019,0.117177596,0.139917998,0.171815408,0.210057045,0.285223403,0.222180433,0.260772487,0.276611922,0.253831485,0.311810937,0.36240254,0.284619114,0.322818872,0.27526429,0.26947063,0.28432272,0.325086496,0.268847344,0.291905894,0.264386231,0.283723734,0.240246809,0.284743287,0.277837851,0.266072618,0.21888915,0.256900732,0.21563662,0.223222053,0.242103551,0.267232649,0.215618365,0.238287015,0.180990655,0.224422077,0.230199778,0.264055845,0.259463137,0.269882391,0.223001153,0.370465384,0.346359621
