,UASB_004,UASB_005,UASB_006,UASB_007,UASB_008,UASB_009,UASB_010,UASB_011,UASB_012,UASB_013,UASB_014,UASB_015,UASB_016,UASB_017,UASB_018,UASB_019,UASB_020,UASB_021,UASB_022,UASB_023,UASB_024,UASB_025,UASB_026,UASB_027,UASB_028,UASB_029,UASB_030,UASB_031,UASB_032,UASB_033,UASB_034,UASB_035,UASB_036,UASB_037,UASB_038,UASB_039,UASB_040,UASB_041,UASB_042,UASB_043,UASB_044,UASB_045,UASB_046,UASB_047,UASB_048,UASB_049,UASB_050,UASB_051,UASB_052,UASB_053,UASB_054,UASB_055,UASB_056,UASB_057,UASB_058,UASB_059,UASB_060,UASB_061,UASB_062,UASB_063,UASB_064,UASB_065,UASB_066,UASB_067,UASB_068,UASB_069,UASB_070,UASB_071,UASB_072,UASB_073,UASB_074,UASB_075,UASB_076,UASB_077,UASB_078,UASB_079,UASB_080,UASB_081,UASB_082,UASB_083,UASB_084,UASB_085,UASB_086,UASB_087,UASB_088,UASB_089,UASB_090,UASB_091,UASB_092,UASB_093,UASB_094,UASB_095,UASB_096,UASB_097,UASB_098,UASB_099,UASB_100,UASB_101,UASB_102,UASB_103,UASB_104,UASB_105,UASB_106,UASB_107,UASB_108,UASB_109,UASB_110,UASB_111
d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosaetaceae;g__Methanosaeta;__,0.652686155,0.582530174,0.464429595,0.435496299,0.452875596,0.317208603,0.356262852,0.38791331,0.294426961,0.339631896,0.247634242,0.197641302,0.270811337,0.381950312,0.417382028,0.445214587,0.510230508,0.604440115,0.721799581,0.48309152,0.434455217,0.339833192,0.223598827,0.169945669,0.067906192,0.151390953,0.120228988,0.373885415,0.323191719,0.345457486,0.389292342,0.28586586,0.263708402,0.674685189,0.659405586,0.439565789,0.369230672,0.60547638,0.5309337,0.453236897,0.362781587,0.245978574,0.240833939,0.259020452,0.26626083,0.260955891,0.398089266,0.356356971,0.473401736,0.379875274,0.450693591,0.437649915,0.29448092,0.441300279,0.39227733,0.494579794,0.43354003,0.401289904,0.354107789,0.292844391,0.321844683,0.280417159,0.294365033,0.318005506,0.28447385,0.329883201,0.262857891,0.222596796,0.237105311,0.407187481,0.298969103,0.350481794,0.434620744,0.371995295,0.382353727,0.44724401,0.293273794,0.357225944,0.362786893,0.35157516,0.369057605,0.334342406,0.307976691,0.327657754,0.355363671,0.26112223,0.299486136,0.338529613,0.407213481,0.336492562,0.318668422,0.313409471,0.374419102,0.30410291,0.341808729,0.335942071,0.261722644,0.312490294,0.231574715,0.209432033,0.276684794,0.195980867,0.195816633,0.20468755,0.289979997,0.297334805,0.253090221,0.265892239
d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;__,2.293466591,1.700278507,1.248322356,1.165790098,0.965923491,0.908924508,0.908969678,0.826867908,0.721045649,0.636037805,0.486424382,0.495723204,0.706464196,0.912624628,1.015333668,1.111542418,1.375291422,1.519818235,1.86437925,0.904030876,0.909459535,0.875933579,0.534824303,0.526178105,0.527081534,0.365861528,0.409593859,1.025788266,0.701932077,0.750705652,0.947144115,0.845809477,0.633506344,0.873772597,0.771269017,0.467773201,0.43076905,0.825375773,0.628147,0.535902715,0.760390283,0.479010849,0.578720394,0.608396987,0.784950894,0.675081478,0.875796345,0.709615144,0.902879568,0.785848846,0.914082786,0.923261432,0.573129438,0.525517875,0.79137676,0.802845327,0.944153882,0.709423108,0.772292313,0.674815378,0.692453593,0.737796555,0.728903881,0.664631413,0.647552341,0.674898601,0.655561178,0.59783129,0.615099128,1.02766361,1.075601412,1.101514267,1.052403149,0.941116335,1.262731129,1.014172996,1.194043189,1.097816441,0.943860802,0.951160621,0.916786063,1.005659817,1.077918417,0.890556847,0.936002461,0.796422692,1.065540329,0.846324032,0.958329456,0.818078151,0.792030254,0.8755568,0.841759779,0.818313335,0.708032352,0.852054281,0.713538564,0.696853409,0.688011843,0.705863536,0.771643163,0.650158921,0.64382151,0.570818861,0.634510713,0.613253022,0.67123919,0.675226345
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__ADurb.Bin180;f__ADurb.Bin180;g__ADurb.Bin180;__,0.199431856,0.212904463,0.158389332,0.1775485,0.167848998,0.112853001,0.156489279,0.153123664,0.117169924,0.12967766,0.114973019,0.100440601,0.094195213,0.141963804,0.177609412,0.140436764,0.129500102,0.220853132,0.255704793,0.152555212,0.110062004,0.139931297,0.069496939,0.094777383,0.064672592,0.069387524,0.065208993,0.105454876,0.111097175,0.112938063,0.132439646,0.09430632,0.066684926,0.124429643,0.153076243,0.091674139,0.048582983,0.126517496,0.0922279,0.076964717,0.127699131,0.077677392,0.097052516,0.066261088,0.110653871,0.082257797,0.12115762,0.123950255,0.148853111,0.110192792,0.101564721,0.101918504,0.069662105,0.128010794,0.098922108,0.115176175,0.128456338,0.109279801,0.080938943,0.098675797,0.079973545,0.065339914,0.070086908,0.057241001,0.05614613,0.0484232,0.060172298,0.066778999,0.044672002,0.096949367,0.106529201,0.071973978,0.080715327,0.076306778,0.099604755,0.09763778,0.07541325,0.092936837,0.104531856,0.073585471,0.067367683,0.07108068,0.06843922,0.081214313,0.050766282,0.065280508,0.08196461,0.065521902,0.055111597,0.061741711,0.071159005,0.072133916,0.087455577,0.080172582,0.059293388,0.039412208,0.052344549,0.059373118,0.036917702,0.051711659,0.046114116,0.046662116,0.068239112,0.072073082,0.063163921,0.047785933,0.029343791,0.04198299
d__Bacteria;p__Spirochaetota;c__MVP-15;o__MVP-15;f__MVP-15;g__MVP-15;s__metagenome,0,0.186291356,0.225503446,0.2143982,0.177349898,0.527664205,1.488313001,1.180753726,0.62791063,0.410645774,0.389139565,0.285121802,0.22371363,0.294067909,0.364099224,0.268921532,0.183890203,0.200511339,0.165075296,0.104528539,0.095580104,0.101768198,0.063453736,0.104581981,0.090541589,0.119851142,0.138569086,0.118237273,0.174220518,0.348779185,0.210699414,0.120829925,0.081840532,0.121664544,0.158963845,0.072869231,0.071255075,0.159652995,0.1520514,0.085516418,0.121894629,0.058258094,0.111430618,0.096379682,0.082990378,0.053893098,0.076156213,0.089863968,0.095168407,0.072495295,0.079347416,0.035971201,0.047496903,0.047161898,0.034111103,0.037262892,0.025691308,0.0125403,0,0,0.009750006,0.032670007,0,0.0127202,0.009360005,0.0181587,0.025335699,0.034979499,0.024054201,0.032316422,0.0378007,0.025034392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__uncultured;g__uncultured;s__Syntrophobacterales_bacterium,0.09065088,0.088710226,0.064429513,0.0569495,0.0348366,0,0.056602492,0.04423569,0,0,0,0,0.041210406,0.043941201,0.076964105,0.086652478,0.059570101,0.13076826,0.122997197,0.056501967,0.037652801,0.063605098,0.042302524,0.042486392,0,0.025231809,0.014264499,0.051129588,0.055548538,0.079720974,0.082273067,0.053047311,0.036373614,0.055302075,0.055931716,0.032908714,0.051821882,0.105431197,0.0747794,0.039907609,0.049338312,0.061494593,0.053918009,0.042166092,0.062242784,0.065238998,0.065771311,0.049580082,0.065885805,0.066695695,0.079347416,0.065947202,0,0.050530598,0.051166604,0.081300783,0.054593916,0.068076001,0.047214425,0.050929498,0.05266553,0.04628241,0.045556505,0.034980601,0.050531527,0.0393439,0.041170499,0.050879299,0.061853503,0.08725446,0.106529201,0.118913464,0.111759637,0.066768381,0.096391656,0.10078738,0.098456165,0.101649641,0.116829662,0.087212465,0.158167559,0.100039472,0.078705123,0.078413813,0.08249517,0.058752507,0.072507209,0.062791802,0.067358597,0.083351315,0.052595804,0.062184414,0.087455577,0.105053707,0,0.082577918,0.046834544,0.084372425,0.050342303,0.051711659,0.067634023,0,0.053404509,0.049009688,0.040195214,0.05840504,0.044015686,0.052478688
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__Lentimicrobium;s__denitrifying_bacterium,0,0,0,0,0,0,0,0,0,0.006179998,0,0,0.005890001,0,0,0.005979998,0.0259,0.029059591,0.0129471,0.025425885,0.040549202,0.027259299,0.090648151,0.130727476,0.194017776,0.252318288,0.319931468,0.178953759,0.207044741,0.33217059,0.256852695,0.244606951,0.315237621,0.431356101,0.412128416,0.460721398,0.531173915,0.454860385,0.3340147,0.313560067,0.145112635,0.210376377,0.215672235,0.186735665,0.200560147,0.275138291,0.325394654,0.362554469,0.324548624,0.223285485,0.187260038,0.149880105,0.113992608,0.060636697,0.13644431,0.142276369,0.144513343,0.240057303,0.212464714,0.140055996,0.183353904,0.182407238,0.143678216,0.209883604,0.278859247,0.251195401,0.196351694,0.219416796,0.21305111,0.222983654,0.171821302,0.181499545,0.149012849,0.101742271,0.106030852,0.069291286,0.100550966,0.052277021,0.030744616,0.038155485,0.014645096,0.028958792,0.027375708,0.014002502,0.031728889,0.019584202,0.015762402,0.021840601,0.030617599,0.018522503,0.018563201,0.009950002,0,0.016587417,0.027902794,0.043165709,0,0.018749406,0,0.023270181,0.027668509,0.024886508,0.017801503,0.028829193,0,0.023893016,0,0
d__Bacteria;p__Bacteroidota;c__SJA-28;o__SJA-28;f__SJA-28;g__SJA-28;s__uncultured_bacterium,0.335408126,0.266130579,0.214765144,0.1708485,0.155181199,0.146404001,0.099886787,0.112290674,0.099143821,0.083364174,0.067804611,0.0486003,0.067702809,0.114923104,0.14208751,0.134460766,0.157990203,0.168545848,0.223337094,0.152555212,0.083994703,0.099950898,0.048345727,0.084972885,0.067906192,0.037847713,0.063171194,0.108650475,0.098472467,0.106294565,0.120399651,0.09725332,0.087902834,0.127194741,0.094200827,0.086972937,0.051821882,0.087357297,0.127125,0.076964717,0.16542844,0.106806489,0.12580882,0.096379682,0.117569769,0.102113197,0.152312425,0.173530337,0.197657415,0.197187186,0.285650858,0.215827308,0.14249071,0.235809289,0.208077516,0.271002642,0.272969682,0.259763503,0.225954521,0.190985494,0.243821738,0.261359655,0.210260723,0.136742403,0.175924593,0.1150051,0.196351694,0.146277898,0.178688008,0.184203827,0.161512002,0.219051134,0.149012849,0.162151854,0.189570314,0.192125961,0.205291636,0.191682277,0.147574279,0.133544047,0.213819145,0.17638535,0.150566344,0.173630629,0.158644443,0.120769014,0.16708172,0.193835507,0.153087793,0.123483523,0.14850571,0.17411644,0.122984368,0.129934933,0.14300157,0.165155935,0.170808459,0.143745543,0.124177708,0.134450193,0.144490949,0.155540353,0.112742919,0.213336348,0.109101337,0.111500577,0.135715058,0.122450372
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage;s__uncultured_organism,0.151084766,0.150807345,0.088590618,0.1038491,0.095008899,0.091502501,0.07325029,0.051041188,0.054078411,0.055576083,0.038324306,0.0259202,0.064759209,0.070981902,0.068083605,0.059760385,0.116550102,0.101708669,0.119760497,0.062152164,0.083994703,0.021807499,0.063453736,0.049022791,0,0.025231809,0.016302198,0.070303284,0.055548538,0.063112379,0.070233171,0.067782614,0.042435816,0.091248358,0.052987915,0.044661719,0.051821882,0.072295698,0.0448676,0.025654906,0.075458618,0.042075295,0.028756305,0.021083096,0.051868986,0.045383599,0.065771311,0.071271374,0.078086906,0.034797698,0.044434609,0.038968801,0.031664602,0.074111497,0.054577704,0.044037891,0.028902709,0.0143318,0.050586827,0.025464699,0.029258617,0.038114908,0.028034803,0.044520801,0.026201514,0.0302645,0.028502699,0.0254396,0.037799402,0.045243031,0.0378007,0,0.021731007,0.047691687,0.048195878,0,0.01466371,0.046468419,0.030744616,0.032704687,0.029290292,0.023693593,0.023953707,0.014002502,0,0.045696405,0.034677304,0.024570701,0.00919,0,0,0.034823308,0,0.024881125,0.017439196,0.013137403,0.016529815,0.03437391,0,0.015513488,0,0,0.014834603,0.002879999,0.025839809,0.02920252,0,0
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;__;__;__,0,0,0,0,0,0,0,0,0,0.012350296,0,0,0.008830001,0.016900501,0,0,0.041440001,0.043589387,0.074445698,0.036726279,0.034756401,0.047249499,0.024172814,0.019609096,0,0.031539811,0.018339998,0.060716486,0.027774319,0.053147282,0.05016658,0.064835614,0.042435816,0.041476581,0.017662605,0.018804908,0.025910891,0.030123199,0.0199412,0.019953804,0,0.032365597,0,0.042166092,0.044953088,0.036874199,0.048463008,0.046481383,0.065885805,0.063795896,0.130129826,0.083932903,0.088660906,0.040424498,0.146677611,0.13888887,0.16699325,0.150483702,0.16862279,0.133689796,0.216513623,0.228689748,0.192739021,0.330725706,0.327519273,0.311724501,0.338864989,0.289375795,0.364248717,0.329627928,0.364261204,0.337964598,0.487396162,0.397430888,0.372714532,0.440944811,0.437815789,0.354321742,0.362786893,0.362476656,0.412993093,0.413320884,0.396947717,0.574101095,0.507662316,0.525508461,0.457110455,0.51598462,0.532745475,0.654462521,0.597116541,0.654180149,0.642251831,0.693907608,0.634787667,0.668130642,0.617114475,0.618730886,0.654450341,0.602440319,0.5871866,0.535058982,0.52811169,0.510277476,0.522538176,0.451311811,0.48050455,0.496798686
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-01;s__uncultured_bacterium,0.148063067,0.136022241,0.118120824,0.1272989,0.107676699,0.137253701,0.129852783,0.193956655,0.180261437,0.160553251,0.126765121,0.123120801,0.120687616,0.118303204,0.156888311,0.15836496,0.124320102,0.154015953,0.216863594,0.113003834,0.095580104,0.127210297,0.069496939,0.088241084,0.071139891,0.047309717,0.063171194,0.092672479,0.090897662,0.049825584,0.104346358,0.088412118,0.063653725,0.171436421,0.147188742,0.122232152,0.100404865,0.138566695,0.1046912,0.074114216,0.133503632,0.080913991,0.071890712,0.087344084,0.079532479,0.107786096,0.152312425,0.086765169,0.156173712,0.14499059,0.215825144,0.209832107,0.132991409,0.181910091,0.153499812,0.196476958,0.263335479,0.180938702,0.212464714,0.222816393,0.216513623,0.209632244,0.164704218,0.203523504,0.129136168,0.154349,0.180516794,0.190797197,0.202742209,0.184203827,0.189003402,0.259732022,0.173848358,0.171690152,0.189570314,0.185826763,0.161300607,0.159735164,0.190616801,0.177150229,0.187457852,0.21324204,0.188207955,0.165229127,0.206237825,0.17625752,0.208064125,0.210215908,0.21126109,0.169789831,0.160881111,0.169141639,0.213172944,0.138228641,0.184855761,0.144511431,0.165298554,0.190619057,0.174520111,0.152549278,0.122971042,0.143097149,0.151312926,0.129731568,0.172265358,0.130083989,0.154054852,0.108456075
d__Bacteria;p__Firmicutes;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Syntrophomonadaceae;s__uncultured_bacterium,0.138997969,0.138979241,0.187919539,0.1708485,0.142513299,0.176904802,0.153159779,0.210970451,0.228331147,0.234654728,0.191621732,0.171721101,0.097138813,0.138583704,0.162808611,0.259957534,0.170940203,0.3283737,0.482278687,0.262733948,0.240398509,0.227161195,0.114821065,0.081704685,0.032336296,0.091465332,0.083548992,0.172562561,0.156546006,0.149476751,0.192639522,0.170930136,0.148525457,0.215678001,0.223726863,0.119881551,0.116599159,0.228936292,0.1395882,0.09121752,0.150917136,0.116516188,0.093457915,0.087344084,0.107195972,0.107786096,0.083079514,0.052678881,0.112249908,0.101493393,0.136477628,0.101918504,0.053829804,0.090954996,0.040933303,0.077913283,0.089919427,0.080616301,0.057331731,0.063661798,0.050714929,0.057172412,0,0,0.041173822,0.0302645,0.034836599,0.041339399,0,0.051706336,0.048110001,0.059456782,0.003100001,0.054050585,0.054621975,0.062992087,0.052370335,0.066798327,0.043042523,0.051782379,0.029290292,0.047387087,0.030797709,0.036406406,0,0,0.047287306,0.027300801,0,0.033958006,0,0.022386405,0,0.041468542,0.041854091,0.013137403,0.002750003,0,0.026849202,0.015513488,0.03074271,0,0.023735404,0,0,0,0,0.024490094
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Ornatilinea;s__uncultured_bacterium,3.426602239,2.930392973,2.673826048,2.187531396,2.22004048,2.17165862,2.104281518,1.789845785,1.30389087,1.114609958,0.89325215,0.648004105,0.994937135,1.088389434,1.456396998,1.419308239,1.820771829,1.792978651,2.197766541,1.195015807,1.416323954,1.25211257,0.846049779,0.902019538,0.533548833,0.671797335,0.582805142,1.255871614,1.04532331,1.043015755,1.292289874,1.090416328,0.748689288,1.542927489,1.554313038,1.097739171,1.075303226,1.662800845,1.2513086,0.920726498,1.358254327,1.000096993,0.812365332,1.02704641,1.199902886,0.930364469,1.401966433,1.41303289,1.634944023,1.510801696,1.552036415,1.693645159,1.174757079,1.623715624,1.487242613,1.558265265,1.775908531,1.675026918,1.44003857,1.511968352,1.433671614,1.423865699,1.412251357,1.504165929,1.446699362,1.446643703,1.342791956,1.539097474,1.474176168,1.78063723,1.745704519,1.58968532,1.701229965,1.7741315,1.365548983,1.445669009,1.686324115,1.582830536,1.546455923,1.5071399,1.487946616,1.376858913,1.512507745,1.520667851,1.40876299,1.397003762,1.48482098,1.430560554,1.500260131,1.438582666,1.280861387,1.484964139,1.500409505,1.437577466,1.349795718,1.452621208,1.427077229,1.253086176,1.278695181,1.416898268,1.650885963,1.508741913,1.608070275,1.77011517,1.745622187,1.590210294,1.569892809,1.560367743
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;__;__,0.117846074,0.062097119,0.045637609,0.0368497,0.0411705,0.073202001,0.033295596,0,0.039056608,0.043225887,0.032428305,0.064800401,0.041210406,0.084502303,0.14800781,0.098604575,0.108780102,0.069743079,0.071208898,0.079102654,0.069512803,0.090864498,0.078561744,0.107850181,0.045270794,0.123005143,0.067246793,0.073498883,0.050498734,0.05979068,0.020066592,0.061888513,0.05152922,0.082953062,0.100088328,0.159842069,0.110121462,0.066270998,0.1769779,0.099769121,0.307638774,0.113279588,0.111430618,0.063249188,0.07607458,0.093603697,0.055386309,0.11155526,0.082967306,0.13919099,0.199955641,0.113908904,0.044330503,0.026949599,0,0,0,0.048369801,0.091056349,0.050929498,0.042912624,0.098009921,0.059573907,0.155822703,0.140365374,0.2057987,0.129845496,0.308455495,0.171815408,0.132497492,0.147766302,0.106396268,0.136595145,0.155792956,0.093178658,0.132283473,0.031422221,0.151022361,0.110680759,0.174424831,0.161096558,0.252731229,0.164254248,0.151226625,0.149125846,0.153409318,0.116642014,0.139233905,0.168396592,0.058654611,0.160881111,0.114419326,0.199508048,0.110582913,0.139513771,0.163279135,0.123973915,0.112496534,0.110753107,0.121522303,0.129119544,0.099545834,0.133511323,0.103785275,0.080390527,0.106190973,0.09536727,0.111954674
d__Bacteria;p__Armatimonadota;c__uncultured;o__uncultured;f__uncultured;g__uncultured;__,0.060433887,0.041398112,0.05100671,0.0502496,0.0443375,0.0335509,0,0.027221994,0.039056608,0.027788091,0,0.0194401,0.023548803,0.020280501,0.017760901,0.026892193,0.036260001,0.058119282,0.058261898,0.03390118,0.026067301,0.036345799,0,0,0,0,0,0.035151592,0.027774319,0.023251992,0.010033296,0,0.003030001,0.030416086,0.047100413,0.025856811,0.022672092,0.024098599,0.0348971,0.011402202,0.020315805,0,0,0.015059297,0.020747595,0,0.024231504,0.037185087,0.021961902,0,0.038086808,0.044964002,0.025331702,0,0.017055501,0.020325196,0.022479807,0.0161233,0,0.019098499,0.025357414,0.019057504,0.024530403,0.0159003,0,0.0181587,0.031669599,0.0190797,0,0.025853218,0,0.015646495,0.003100001,0.025435593,0.019278291,0.040944892,0.025137717,0.034851314,0.027670215,0.013626895,0.011716097,0,0.041063512,0,0.015864494,0.022848203,0,0,0.024493999,0,0,0.022386405,0,0.002760003,0,0.009380002,0.013774913,0.015624505,0,0.018099086,0,0,0.023735404,0,0,0.018583413,0.025675792,0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__uncultured;s__uncultured_Anaerolineae,0.142019668,0.124194237,0.118120824,0.0971492,0.088674899,0.0549015,0.116534584,0.102082476,0.069100214,0.061751281,0.056012509,0.0486003,0.050041207,0.091262503,0.076964105,0.047808288,0.111370102,0.078460976,0.106813397,0.059327066,0.072409203,0.054518699,0.051367329,0.052290991,0.035569896,0,0.012226699,0.060716486,0.07322315,0,0.034113286,0.035364807,0.039404715,0.077422864,0.067706819,0.039960517,0.045344084,0.087357297,0.0548382,0.04560871,0.052240513,0.042075295,0.050323508,0.084332284,0.058784885,0.062402498,0.072694512,0,0.043923903,0.069595495,0.095216919,0.065947202,0.060162804,0.077480196,0.061399905,0.084688282,0.083496625,0.064493001,0.070821538,0.076394198,0.060467734,0.054449911,0.035043504,0.050880901,0,0.0393439,0.050671398,0.047699299,0.054980903,0.064632945,0.123711301,0.062586081,0.068297523,0.047691687,0.04498278,0.094488181,0.081697654,0.110362544,0.049191426,0.057233177,0.055651586,0.068448081,0.071861221,0.050408908,0.05393908,0.068544608,0.050439806,0.060061702,0.048988098,0.040132107,0.068065105,0.029848507,0.079256579,0.055291456,0,0.076947616,0.044079641,0.074997722,0.033561602,0.059468352,0.064559822,0.046662116,0.065272211,0.057658486,0.054550718,0.045131131,0.077027476,0.055977287
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Nitrospiraceae,0.939747191,0.742208521,0.676510239,0.566145199,0.665062094,0.622216806,0.546047727,0.721382733,0.591858323,0.580461722,0.392087566,0.327242103,0.303190941,0.31096841,0.432182829,0.358562109,0.424760407,0.525979139,0.75093058,0.333361407,0.373631514,0.288949093,0.166188294,0.176482068,0.139046083,0.094619333,0.09781349,0.21730095,0.219669349,0.229197724,0.180599526,0.19155964,0.184898971,0.409235211,0.241389568,0.242113804,0.204048529,0.283158091,0.204397,0.176733838,0.20605995,0.142408585,0.165348727,0.135533975,0.221307742,0.232591092,0.283854947,0.316073186,0.40507563,0.411773172,0.583997319,0.683453224,0.481302032,0.825332661,0.518488239,0.670731556,0.700086909,0.714797608,0.839741449,0.818054474,0.871906395,0.830361474,0.946173405,0.760033114,0.709313174,0.626475401,0.706232577,0.737749187,0.666643831,0.646329347,0.697594508,0.757291071,0.599155799,0.705837301,0.748642162,0.718110056,0.754132498,0.772537511,0.716350381,0.618663254,0.629741238,0.581808437,0.602265477,0.54609619,0.536218306,0.424323549,0.457110455,0.52417482,0.370472383,0.435279281,0.321762322,0.320871673,0.325225414,0.246046951,0.296466738,0.313420866,0.289272369,0.228117968,0.258423916,0.29992736,0.310501806,0.286194297,0.204717435,0.24793144,0.206718369,0.18848903,0.216410432,0.178427659
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Tolumonas;__,1.341632602,1.020167104,0.786577361,0.777193398,0.715733494,0.555115005,0.546047727,0.476384789,0.369535876,0.45695926,0.445152075,0.537843404,0.470976164,0.986986631,0.926528962,0.935249362,0.857290914,0.746832271,0.572908185,0.635646731,0.567688122,0.745088782,0.815833662,0.859533145,0.543249732,0.760108766,0.621522938,0.469753493,0.4418637,0.152798449,0.34313906,0.412589986,0.375860245,0.317986853,0.32087149,0.319684237,0.314169891,0.340392189,0.3689117,0.299307364,0.269909465,0.245978574,0.312724751,0.262032352,0.224765641,0.212735793,0.18346723,0.120851456,0.165934612,0.098593593,0.171390535,0.161870506,0.098160307,0.040424498,0.071633205,0.271002642,0.13487914,0.408455804,0.364225195,0.337407689,0.275030856,0.264082155,0.203252023,0.286204905,0.299446158,0.375279901,0.323030089,0.346614894,0.371121317,0.281153294,0.316151203,0.234697629,0.251459183,0.244817431,0.224913998,0.29921254,0.295368595,0.307853324,0.273627446,0.357025958,0.339767312,0.344872903,0.307976691,0.366864661,0.349017874,0.34598694,0.24589393,0.281198011,0.22044639,0.21609614,0.247509417,0.256199858,0.360754205,0.309632116,0.359247925,0.300283464,0.380186554,0.374988412,0.513491732,0.361981311,0.335096014,0.38262943,0.326361156,0.279643632,0.275624593,0.517681156,0.403477074,0.671727846
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Beutenbergiaceae;g__Beutenbergia;s__Beutenbergia_cavernae,0.175258361,0.085753126,0.131543627,0.1574487,0.129845499,0.073202001,0.083238989,0.091874179,0.072104615,0.080276575,0.094336816,0.064800401,0.067702809,0.091262503,0.091764806,0.092628576,0.126910102,0.124956362,0.142417896,0.084752851,0.078201903,0.081777998,0.042302524,0.052290991,0,0.063079522,0.032604497,0.04473839,0.050498734,0.069755877,0.07424647,0.055994312,0.057591522,0.138255136,0.10597593,0.075219832,0.051821882,0.114468196,0.0897353,0.082665818,0.092872122,0.074440892,0.035945406,0.033130494,0.048411087,0.053893098,0.06230961,0.052678881,0.058565204,0.052196596,0.034912907,0.056954402,0.037997503,0.033686998,0.040933303,0.04742549,0.041748312,0.059118601,0.040469422,0.025464699,0.01755521,0.040837409,0.056069506,0.0254404,0.028073115,0.0363174,0,0,0.034363102,0.042011429,0,0.043810187,0.052775418,0.031794491,0.032130585,0.028346494,0,0.069702628,0.024595713,0.027253889,0.023432194,0.039489289,0.030797709,0.033605906,0,0.045696405,0,0.027300801,0,0,0,0,0.016397896,0.024881125,0,0.016890904,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__uncultured;g__uncultured;s__uncultured_bacterium,2.106121532,1.954580982,1.446980197,1.256239297,1.05776539,1.024827709,0.96890177,0.942561381,0.751089255,0.84599204,0.65446191,0.557283604,0.768279904,0.888964028,1.18998288,1.138434611,1.476301524,1.543065928,1.883799949,0.980308531,0.981868737,0.83777048,0.510651489,0.522909906,0.527081534,0.529868385,0.324007068,1.019397068,0.78020503,0.727453659,1.043463875,0.919486192,0.588039426,1.039678721,0.836032036,0.615862264,0.595951193,0.927794669,0.7453014,0.664177343,0.847457804,0.660258229,0.600287697,0.629480084,0.670839024,0.62118848,0.868873044,0.771590321,0.897999067,0.823546443,1.041038711,0.941247033,0.680789146,1.024086152,0.750443457,0.867208514,0.924885477,0.797205309,0.772292313,0.649350579,0.548111211,0.76229906,0.707877879,0.562869711,0.593277713,0.581078601,0.665062078,0.58829139,0.587608727,0.937177448,1.123711312,1.032669588,1.046194347,0.915680742,1.163126374,1.020472195,1.059975101,1.164614768,0.906967183,0.937533727,1.069095524,0.892457249,1.023167001,0.938165255,0.894754876,0.887815503,1.037167925,0.925496235,1.071614451,0.901429467,0.838438257,0.8780441,0.869089671,0.688378502,0.823131228,0.810765372,0.710783662,0.778100933,0.62760104,0.607611515,0.707083341,0.715485843,0.64382151,0.570818861,0.605799804,0.615907824,0.667571191,0.643739153
